股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1303,南亞,224.0,5,7877859,1575,245.5,220.5,11.34%
2027,大成鋼,46.55,5,6348000,1269,48.7,44.95,8.34%
2303,聯電,142.0,5,31934510,6386,145.5,135.0,7.78%
2317,鴻海,248.0,4,3411374,682,252.0,243.5,3.49%
2376,技嘉,350.0,5,2830243,566,353.0,341.0,3.52%
2382,廣達,340.5,4,4344243,868,341.0,328.5,3.81%
2542,興富發,45.9,5,7266900,1453,47.9,44.85,6.80%
2603,長榮,239.0,5,9907100,1981,241.0,228.0,5.70%
2618,長榮航,41.3,4,4355072,871,42.45,40.85,3.92%
2633,台灣高鐵,25.95,5,4390000,878,26.15,25.85,1.16%
2637,慧洋-KY,102.5,4,3637000,727,105.0,95.9,9.49%
2801,彰銀,28.9,5,35628825,7125,28.9,26.5,9.06%
2855,統一證,51.6,5,6637600,1327,53.5,50.5,5.94%
2881,富邦金,153.0,4,8399912,1679,154.5,144.0,7.29%
2882,國泰金,112.5,4,11233239,2246,114.0,108.0,5.56%
2883,凱基金,39.15,4,14007136,2801,39.2,36.45,7.54%
2884,玉山金,46.45,5,25493453,5098,46.5,44.3,4.97%
2885,元大金,69.4,4,3661933,732,70.8,68.2,3.81%
2886,兆豐金,50.9,5,18502681,3700,52.9,49.4,7.09%
2887,台新金,44.4,5,29821383,5964,44.75,41.55,7.70%
2890,永豐金,45.3,5,34306585,6861,45.3,42.55,6.46%
2891,中信金,70.8,5,18217219,3643,71.0,66.0,7.58%
2892,第一金,40.0,5,29059881,5811,40.4,37.35,8.17%
3105,穩懋,472.5,5,3822000,764,476.0,420.0,13.33%
3231,緯創,183.0,4,3923315,784,192.0,179.5,6.96%
6505,台塑化,80.5,4,14311000,2862,90.6,80.0,13.25%
9904,寶成,24.5,5,4003000,800,24.55,24.0,2.29%
