股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1528,恩德,2026-09-16,24.8,24.95,0.6%,29029,5581,5.2
3029,零壹,2026-09-16,120.0,119.5,-0.42%,11771,2921,4.03
6112,邁達特,2026-09-16,48.75,49.7,1.95%,7410,2293,3.23
6218,豪勉,2026-09-16,50.2,54.1,7.77%,15402,2990,5.15
6221,晉泰,2026-09-16,30.95,29.1,-5.98%,7539,540,13.95
2468,華經,2026-09-16,43.25,43.65,0.92%,46253,3137,14.74
6148,驊宏資,2026-09-16,37.6,36.65,-2.53%,21439,1538,13.94
3704,合勤控,2026-09-15,41.9,40.15,-4.18%,10631,2179,4.88
1528,恩德,2026-09-15,23.75,24.95,5.05%,37110,4163,8.91
6226,光鼎,2026-09-15,33.95,39.9,17.53%,81114,26076,3.11
3029,零壹,2026-09-15,116.5,119.5,2.58%,7857,2380,3.3
6689,伊雲谷,2026-09-15,71.0,67.0,-5.63%,7763,643,12.07
3016,嘉晶,2026-09-15,113.0,115.5,2.21%,30912,7820,3.95
2468,華經,2026-09-15,40.95,43.65,6.59%,7140,833,8.56
2427,三商電,2026-09-15,22.95,23.65,3.05%,5301,664,7.98
6706,惠特,2026-09-15,150.5,147.0,-2.33%,19143,3772,5.07
2338,光罩,2026-09-15,47.3,50.7,7.19%,29585,9296,3.18
2305,全友,2026-09-15,45.6,49.4,8.33%,93620,16033,5.84
6112,邁達特,2026-09-15,51.6,49.7,-3.68%,21595,1936,11.15
6706,惠特,2026-09-14,135.0,147.0,8.89%,22983,2861,8.03
3229,晟鈦,2026-09-14,68.6,61.1,-10.93%,16338,3509,4.66
6112,邁達特,2026-09-14,47.5,49.7,4.63%,10922,885,12.34
4915,致伸,2026-09-14,63.7,65.6,2.98%,13116,2888,4.54
3624,光頡,2026-09-14,122.0,123.0,0.82%,44895,14198,3.16
3029,零壹,2026-09-14,120.0,119.5,-0.42%,17817,2021,8.81
3016,嘉晶,2026-09-14,104.0,115.5,11.06%,21536,6711,3.21
2338,光罩,2026-09-14,46.1,50.7,9.98%,55395,7876,7.03
1528,恩德,2026-09-14,21.55,24.95,15.78%,15628,2339,6.68
8227,巨有科技,2026-09-14,240.5,272.0,13.1%,19943,2645,7.54
