股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1210,大成,54.4,4,21400000,4280,55.2,51.7,6.77%
1216,統一,73.8,5,23355388,4671,74.5,72.0,3.47%
1319,東陽,97.9,4,13342597,2668,98.0,86.9,12.77%
2105,正新,34.1,5,62601680,12520,35.3,32.2,9.63%
2317,鴻海,284.5,5,7770615,1554,314.0,278.0,12.95%
2347,聯強,88.3,5,35486958,7097,94.0,84.4,11.37%
2376,技嘉,369.0,4,8766607,1753,402.0,358.5,12.13%
2412,中華電,141.0,5,19495644,3899,143.0,137.0,4.38%
2542,興富發,43.0,4,40680000,8136,43.7,41.3,5.81%
2603,長榮,232.0,4,49131620,9826,242.5,216.5,12.01%
2618,長榮航,37.7,4,137206869,27441,38.45,36.3,5.92%
2884,玉山金,33.35,4,18540026,3708,33.7,30.8,9.42%
2886,兆豐金,41.95,5,52215984,10443,42.7,40.1,6.48%
2890,永豐金,32.7,5,3595387,719,33.3,29.85,11.56%
2892,第一金,29.3,5,19944426,3988,29.65,27.3,8.61%
3045,台灣大,116.0,4,13281525,2656,117.0,112.0,4.46%
3293,鈊象,790.0,5,7319000,1463,809.0,753.0,7.44%
4904,遠傳,101.5,4,12589136,2517,103.0,94.6,8.88%
5871,中租-KY,118.0,5,41639756,8327,120.5,107.5,12.09%
5876,上海商銀,40.75,4,15488314,3097,41.65,39.2,6.25%
