股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1809,中釉,59.6,43.61%,25658,2.77
1810,和成,22.6,18.64%,23846,3.55
2108,南帝,32.15,15.03%,13801,2.61
2483,百容,30.45,17.34%,10502,5.17
2493,揚博,178.0,29.45%,18953,2.31
2610,華航,19.95,7.55%,49346,1.51
2637,慧洋-KY,80.6,13.2%,15502,2.6
2855,統一證,59.1,45.03%,40683,2.92
2881,富邦金,118.0,24.08%,61781,2.12
2882,國泰金,100.0,25.47%,69269,1.74
2883,凱基金,27.6,27.19%,312820,3.71
2887,台新金,28.6,20.17%,143711,2.24
3015,全漢,68.9,33.79%,23541,8.27
3362,先進光,148.0,23.33%,16385,3.46
3550,聯穎,24.05,10.57%,10952,1.66
3615,安可,60.2,26.6%,30067,2.69
4939,亞電,59.7,50.95%,18049,2.43
5328,華容,40.7,14.65%,41425,2.07
5426,振發,29.95,55.99%,11345,4.92
5864,致和證,53.6,61.45%,15314,2.43
6005,群益證,45.05,41.22%,35591,2.27
6016,康和證,36.0,57.21%,25247,2.86
6155,鈞寶,79.3,29.58%,16373,3.08
8043,蜜望實,159.5,22.22%,27884,1.61
8936,國統,62.8,25.1%,50625,4.46
