股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1514,亞力,2026-05-08,120.5,123.5,2.49%,18383,4528,4.06
3141,晶宏,2026-05-08,59.1,55.0,-6.94%,5057,1269,3.98
3545,敦泰,2026-05-08,54.0,56.7,5.0%,8326,2543,3.27
3596,智易,2026-05-08,169.0,178.0,5.33%,6662,1492,4.46
3624,光頡,2026-05-08,57.8,59.0,2.08%,11054,3221,3.43
1522,堤維西,2026-05-08,32.8,32.1,-2.13%,5454,1204,4.53
4722,國精化,2026-05-08,216.0,236.5,9.49%,10764,3515,3.06
4760,勤凱,2026-05-08,282.5,287.5,1.77%,5229,1388,3.77
4906,正文,2026-05-08,41.5,40.0,-3.61%,124068,34980,3.55
5291,邑昇,2026-05-08,67.7,70.4,3.99%,6069,1969,3.08
5328,華容,2026-05-08,29.1,26.9,-7.56%,35958,8631,4.17
5388,中磊,2026-05-08,80.6,85.1,5.58%,17005,5490,3.1
5464,霖宏,2026-05-08,52.4,52.4,0.0%,7919,1350,5.87
6116,彩晶,2026-05-08,9.37,9.2,-1.81%,84005,26186,3.21
6150,撼訊,2026-05-08,77.4,70.9,-8.4%,5169,793,6.51
6155,鈞寶,2026-05-08,51.4,53.2,3.5%,20993,3944,5.32
6182,合晶,2026-05-08,56.3,56.9,1.07%,165138,53706,3.07
6206,飛捷,2026-05-08,121.0,119.0,-1.65%,5367,1404,3.82
6446,藥華藥,2026-05-08,668.0,724.0,8.38%,6129,1876,3.27
6757,台灣虎航,2026-05-08,56.0,57.0,1.79%,7144,1419,5.03
6834,天二科技,2026-05-08,48.0,48.1,0.21%,5906,1419,4.16
8016,矽創,2026-05-08,271.0,273.0,0.74%,7424,2046,3.63
8042,金山電,2026-05-08,85.0,84.1,-1.06%,26385,6310,4.18
8163,達方,2026-05-08,29.0,29.75,2.59%,5398,1185,4.55
8227,巨有科技,2026-05-08,220.0,219.0,-0.45%,7400,2302,3.21
3354,律勝,2026-05-08,36.0,35.4,-1.67%,9027,2123,4.25
3653,健策,2026-05-08,3775.0,3650.0,-3.31%,5820,1274,4.57
8926,台汽電,2026-05-08,48.0,49.1,2.29%,6852,2096,3.27
3090,日電貿,2026-05-08,120.0,113.5,-5.42%,28382,8895,3.19
1609,大亞,2026-05-08,35.2,36.05,2.41%,27013,4295,6.29
1605,華新,2026-05-08,36.0,33.75,-6.25%,116777,37075,3.15
3034,聯詠,2026-05-08,464.0,498.0,7.33%,20155,5420,3.72
3055,蔚華科,2026-05-08,84.3,91.2,8.19%,10370,2105,4.93
2342,茂矽,2026-05-08,45.75,43.8,-4.26%,31903,6961,4.58
