排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,4.2,100.0,7/7,7.27,0.32,-0.15,-0.45
2,無塵室與機電工程,7.6,100.0,5/5,7.8,13.82,3.18,8.61
3,電器電纜,3.0,100.0,10/10,-0.14,-15.35,0.45,-1.49
4,鋼鐵,1.64,100.0,15/15,-11.73,-12.06,-0.17,2.39
5,銀,5.18,100.0,4/4,3.41,-30.14,0.1,4.06
6,造紙,0.91,100.0,7/7,-0.16,-0.98,-0.0,-0.01
7,記憶體製造,8.02,100.0,4/4,-26.77,-23.2,-1.0,-26.94
8,記憶體模組,6.49,100.0,7/7,-8.86,-9.3,2.97,-21.8
9,記憶體封裝與測試,6.43,100.0,4/4,4.75,21.39,-1.46,-13.41
10,BBU_電源供應器與整合,4.06,100.0,5/5,-19.31,-76.83,10.33,8.02
11,玻璃,3.94,100.0,15/15,6.94,-4.69,-6.03,-18.13
12,TPU_散熱,2.64,100.0,4/4,-19.25,-10.26,5.28,25.06
13,CPO_先進封裝測試,6.57,100.0,5/5,1.42,7.39,-0.7,-2.14
14,TPU_伺服器主板與印刷電路板,5.09,100.0,5/5,-18.57,-17.46,18.92,5.67
15,電池或電源,3.57,95.0,19/20,-15.04,-90.68,10.97,6.3
16,被動元件,3.79,94.74,18/19,-18.08,-97.98,9.53,14.93
17,軟體設計,2.44,93.33,14/15,0.48,-1.08,-0.04,-0.01
18,IC設計,3.61,92.31,12/13,-17.93,-161.19,-0.4,8.65
19,軍工_無人機相關,2.14,88.89,8/9,-25.19,-149.16,0.04,5.67
20,機器人,2.62,85.71,12/14,-19.93,-50.67,10.44,12.08
21,半導體設備,5.02,85.71,6/7,3.65,14.41,-0.02,1.02
22,軍工_航太製造與維修,1.53,83.33,5/6,2.5,6.13,-0.01,-1.9
23,銅,2.35,80.0,8/10,-44.59,-74.85,0.64,-8.46
24,記憶體控制IC,2.06,80.0,4/5,-2.57,-6.82,-0.05,-0.06
25,紡織,0.73,80.0,16/20,-4.17,-7.97,0.92,-0.42
26,網通設備組件,1.59,75.0,15/20,-72.39,-196.76,-4.91,31.32
27,化學,1.96,75.0,15/20,-26.31,-37.54,4.47,1.93
28,光學元件或組裝,0.99,73.33,11/15,-36.81,-22.14,-5.86,8.28
29,PCB,2.72,73.33,11/15,-110.65,-70.01,-2.37,-18.51
30,廠務系統與水處理,2.05,71.43,5/7,1.67,1.29,-0.0,-0.02
31,航運,-0.41,66.67,10/15,-6.3,-0.13,-2.39,1.62
32,低軌衛星,1.45,57.14,4/7,-55.96,-55.26,-2.29,3.7
33,工業自動化與機器人,1.95,57.14,4/7,-0.4,14.39,-0.06,2.63
34,塑膠,-0.31,55.56,10/18,-34.71,-55.55,5.55,4.1
35,金融,-0.35,52.63,10/19,-34.71,-55.54,5.55,4.1
36,TPU_光通訊與連接器,1.45,50.0,2/4,-23.99,-23.11,0.15,16.61
37,CPO_光通訊,-2.49,16.67,1/6,-31.76,-4.9,-5.76,5.85
