股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
1785,光洋科,62.7,10.0,-1903.0,-5387.0,0.0,-95.0
3036,文曄,211.0,7.92,1452.79,5344.72,-1028.02,-2747.05
