股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
6757,台灣虎航,2026-03-05,56.9,55.2,-2.99%,8610,1617,5.32
4123,晟德,2026-03-05,49.8,48.0,-3.61%,45475,7728,5.88
2601,益航,2026-03-05,7.22,7.19,-0.42%,35660,4086,8.73
1310,台苯,2026-03-04,10.7,9.7,-9.35%,26987,4737,5.7
2613,中櫃,2026-03-04,29.45,26.1,-11.38%,14268,1566,9.11
6994,富威電力,2026-03-04,100.0,91.4,-8.6%,9312,971,9.59
4123,晟德,2026-03-04,48.5,48.0,-1.03%,39716,5636,7.05
3498,陽程,2026-03-04,62.0,62.8,1.29%,21821,2894,7.54
1313,聯成,2026-03-04,12.85,12.3,-4.28%,50945,8845,5.76
2615,萬海,2026-03-04,90.0,78.7,-12.56%,121525,17222,7.06
2609,陽明,2026-03-04,68.9,60.0,-12.92%,288355,38153,7.56
1582,信錦,2026-03-04,75.5,82.3,9.01%,16751,2483,6.75
9908,大台北,2026-03-04,30.85,30.75,-0.32%,7418,557,13.31
2609,陽明,2026-03-03,61.1,60.0,-1.8%,176100,24625,7.15
2613,中櫃,2026-03-03,25.3,26.1,3.16%,6616,870,7.6
2615,萬海,2026-03-03,80.4,78.7,-2.11%,84974,11513,7.38
3092,鴻碩,2026-03-03,36.05,37.8,4.85%,11747,1986,5.91
2543,皇昌,2026-03-03,70.3,71.3,1.42%,14006,2491,5.62
2399,映泰,2026-03-03,23.3,23.65,1.5%,20340,3532,5.76
2338,光罩,2026-03-03,58.2,52.7,-9.45%,32170,4743,6.78
4908,前鼎,2026-03-03,100.5,102.0,1.49%,15811,2730,5.79
6477,安集,2026-03-03,41.35,36.75,-11.12%,15239,3038,5.02
1313,聯成,2026-03-03,11.4,12.3,7.89%,37238,6396,5.82
8048,德勝,2026-03-03,66.5,63.8,-4.06%,8804,1251,7.04
8086,宏捷科,2026-03-03,132.0,125.0,-5.3%,30617,5539,5.53
