股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2412,中華電,137.0,5,2851458,570,138.0,134.0,2.99%
2880,華南金,35.4,5,19511923,3902,38.1,34.85,9.33%
2882,國泰金,73.6,5,15994481,3198,80.2,72.7,10.32%
2883,凱基金,20.3,5,23411566,4682,22.05,19.75,11.65%
2884,玉山金,34.05,5,6584477,1316,35.5,33.35,6.45%
2885,元大金,45.35,4,13503486,2700,49.7,44.8,10.94%
2887,台新金,24.55,5,146687320,29337,26.0,23.9,8.79%
2890,永豐金,31.65,5,18684161,3736,33.45,31.2,7.21%
2891,中信金,51.5,4,14677915,2935,56.4,50.5,11.68%
5880,合庫金,23.4,5,4097353,819,24.1,23.4,2.99%
