排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,5880,合庫金,金融保險業,上市,4183,34449
2,6505,台塑化,油電燃氣業,上市,10797,25845
3,1718,中纖,化學工業,上市,3187,25800
4,5876,上海商銀,金融保險業,上市,4670,21568
5,2867,三商壽,金融保險業,上市,3141,18270
6,2884,玉山金,金融保險業,上市,1624,17753
7,2886,兆豐金,金融保險業,上市,1149,12841
8,2105,正新,橡膠工業,上市,1831,12282
9,1216,統一,食品工業,上市,500,11379
10,2812,台中銀,金融保險業,上市,437,8746
11,2637,慧洋-KY,航運業,上市,107,8531
12,2023,燁輝,鋼鐵工業,上市,536,3848
13,2912,統一超,貿易百貨業,上市,447,2847
14,3189,景碩,半導體業,上市,120,2458
15,2520,冠德,建材營造業,上市,513,1760
16,3260,威剛,半導體業,上櫃,218,1571
17,4114,健喬,生技醫療業,上櫃,418,1473
18,6226,光鼎,光電業,上市,271,1441
19,2206,三陽工業,汽車工業,上市,215,736
20,8462,柏文,運動休閒,上市,352,676
21,6491,晶碩,生技醫療業,上市,34,647
22,3114,好德,電子零組件業,上櫃,230,622
23,6261,久元,半導體業,上櫃,330,620
24,4971,IET-KY,半導體業,上櫃,217,600
25,8021,尖點,其他電子業,上市,163,545
26,6166,凌華,電腦及週邊設備業,上市,65,531
27,4105,東洋,生技醫療業,上櫃,45,477
28,5210,寶碩,資訊服務業,上櫃,84,467
29,2611,志信,航運業,上市,5,456
30,1442,名軒,建材營造業,上市,124,360
31,2348,海悅,其他業,上市,147,360
32,8930,青鋼,鋼鐵工業,上櫃,110,349
33,6469,大樹,生技醫療業,上櫃,25,305
34,6576,逸達,生技醫療業,上櫃,41,270
35,2482,連宇,其他電子業,上市,42,257
36,2608,嘉里大榮,航運業,上市,25,225
37,2207,和泰車,汽車工業,上市,60,215
38,4951,精拓科,半導體業,上櫃,36,174
39,6577,勁豐,電腦及週邊設備業,上櫃,7,131
40,2908,特力,貿易百貨業,上市,30,113
41,5288,豐祥-KY,電機機械,上市,39,112
42,3430,奇鈦科,化學工業,上櫃,60,111
43,4207,環泰,食品工業,上櫃,12,81
44,4583,台灣精銳,電機機械,上市,24,43
45,3666,光耀,光電業,上櫃,1,35
46,1558,伸興,電機機械,上市,12,34
47,1777,生泰,生技醫療業,上櫃,8,20
