排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軟體設計,1.27,100.0,15/15,0.69,2.41,-0.0,0.31
2,CPO_先進封裝測試,5.13,100.0,5/5,7.01,9.68,-0.97,-7.6
3,記憶體製造,8.38,100.0,4/4,109.11,-71.34,32.65,49.0
4,記憶體模組,3.15,100.0,7/7,3.14,26.56,-6.37,-22.29
5,TPU_伺服器主板與印刷電路板,2.78,100.0,5/5,-16.24,-41.22,16.86,32.08
6,記憶體封裝與測試,5.84,100.0,4/4,12.93,-23.03,0.28,5.35
7,TPU_散熱,3.68,100.0,4/4,-0.61,-6.12,-5.56,-16.42
8,半導體設備,7.2,100.0,7/7,7.53,7.84,0.84,-0.93
9,無塵室與機電工程,5.49,100.0,5/5,9.34,9.16,-0.08,0.7
10,化學,3.67,95.0,19/20,-34.0,-48.6,44.59,90.65
11,金融,3.28,94.74,18/19,-37.8,-45.42,43.73,88.18
12,塑膠,2.91,94.44,17/18,-37.81,-45.44,43.73,88.18
13,鋼鐵,1.92,93.33,14/15,8.47,6.59,0.64,1.51
14,電器電纜,2.08,90.0,9/10,4.86,-6.42,-0.13,-0.01
15,航運,1.38,86.67,13/15,49.64,94.56,-5.72,-12.83
16,機器人,2.1,85.71,12/14,13.75,-15.17,-2.2,5.64
17,廠務系統與水處理,2.79,85.71,6/7,1.93,3.32,0.0,-0.18
18,造紙,1.89,85.71,6/7,0.86,0.97,0.0,0.02
19,工業自動化與機器人,2.97,85.71,6/7,2.34,8.07,0.06,0.49
20,低軌衛星,-10.18,85.71,6/7,44.8,42.17,8.47,30.05
21,IC設計,2.38,84.62,11/13,-44.83,-53.28,-16.16,-45.84
22,CPO_光通訊,1.37,83.33,5/6,-7.26,25.66,-2.02,-5.5
23,軍工_航太製造與維修,0.72,83.33,5/6,5.86,-2.3,0.0,-0.24
24,BBU_電源供應器與整合,1.6,80.0,4/5,15.13,-25.44,-2.88,3.63
25,PCB,2.9,80.0,12/15,-72.77,-17.9,47.71,188.72
26,軍工_無人機相關,0.38,77.78,7/9,-50.05,-77.31,-9.01,-8.15
27,網通設備組件,-2.9,75.0,15/20,-52.08,-83.11,-12.19,-24.79
28,銀,0.8,75.0,3/4,-63.32,3.07,2.28,-89.41
29,TPU_光通訊與連接器,2.06,75.0,3/4,-10.38,6.74,-0.2,-1.52
30,電池或電源,1.03,75.0,15/20,-1.22,-61.14,-2.88,9.94
31,玻璃,2.05,73.33,11/15,-14.4,-58.1,22.99,25.43
32,銅,1.99,70.0,7/10,-53.24,-81.8,47.33,75.73
33,紡織,1.94,70.0,14/20,1.64,2.18,0.53,2.73
34,被動元件,1.21,63.16,12/19,-88.64,4.39,5.75,-103.21
35,記憶體控制IC,2.23,60.0,3/5,13.4,9.44,-0.29,0.52
36,光學元件或組裝,-0.03,53.33,8/15,-63.23,-61.76,-3.81,9.65
37,BBU_電池模組,0.07,42.86,3/7,-18.52,-24.4,0.13,6.32
