股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
8421,旭源,2026-07-15,16.85,16.75,-0.59%,5318,682,7.79
4513,福裕,2026-07-15,21.45,22.35,4.2%,7517,1570,4.79
8383,千附,2026-07-15,85.6,89.8,4.91%,16494,3809,4.33
1810,和成,2026-07-15,29.2,31.1,6.51%,65263,14274,4.57
8039,台虹,2026-07-15,186.0,181.5,-2.42%,47034,11879,3.96
5388,中磊,2026-07-15,86.5,89.4,3.35%,13182,4329,3.05
4534,慶騰,2026-07-15,35.5,38.5,8.45%,5968,1944,3.07
6505,台塑化,2026-07-15,66.6,72.8,9.31%,58608,18671,3.14
3033,威健,2026-07-15,51.4,55.6,8.17%,37719,8839,4.27
6477,安集,2026-07-14,40.7,42.2,3.69%,15427,3825,4.03
1514,亞力,2026-07-14,120.0,110.5,-7.92%,20000,6647,3.01
5488,松普,2026-07-14,18.55,17.7,-4.58%,10257,2799,3.66
6023,元大期,2026-07-14,105.0,106.0,0.95%,13243,1107,11.96
6505,台塑化,2026-07-14,64.8,72.8,12.35%,49751,16071,3.1
6488,環球晶,2026-07-14,1495.0,1480.0,-1.0%,24971,7462,3.35
6753,龍德造船,2026-07-14,159.5,156.0,-2.19%,12709,4136,3.07
6829,千附精密,2026-07-14,229.5,257.0,11.98%,7913,1807,4.38
7402,邑錡,2026-07-14,143.5,135.5,-5.57%,7831,2555,3.06
8039,台虹,2026-07-14,173.0,181.5,4.91%,48874,10098,4.84
8383,千附,2026-07-14,83.0,89.8,8.19%,9826,3050,3.22
4541,晟田,2026-07-14,68.3,72.9,6.73%,36787,6837,5.38
4564,元翎,2026-07-14,21.7,21.2,-2.3%,18791,3780,4.97
3532,台勝科,2026-07-14,459.0,523.0,13.94%,19185,4943,3.88
1709,和益,2026-07-14,28.3,27.35,-3.36%,16896,4129,4.09
1810,和成,2026-07-14,27.5,31.1,13.09%,48839,11154,4.38
2634,漢翔,2026-07-14,66.0,68.3,3.48%,139359,32299,4.31
2208,台船,2026-07-14,22.1,21.5,-2.71%,40511,10402,3.89
2630,亞航,2026-07-14,57.5,60.5,5.22%,41250,9524,4.33
4513,福裕,2026-07-13,18.5,22.35,20.81%,5024,1002,5.01
2332,友訊,2026-07-13,24.85,23.55,-5.23%,131450,23632,5.56
8383,千附,2026-07-13,76.6,89.8,17.23%,10306,2584,3.99
1536,和大,2026-07-13,55.4,53.2,-3.97%,13299,3847,3.46
1709,和益,2026-07-13,26.3,27.35,3.99%,18769,3370,5.57
8027,鈦昇,2026-07-13,243.5,244.0,0.21%,18826,4697,4.01
2208,台船,2026-07-13,20.0,21.5,7.5%,25957,8511,3.05
2465,麗臺,2026-07-13,91.5,83.3,-8.96%,10135,1878,5.39
2359,所羅門,2026-07-13,142.0,144.0,1.41%,17555,4075,4.31
3704,合勤控,2026-07-13,48.0,49.8,3.75%,16834,5196,3.24
6477,安集,2026-07-13,39.85,42.2,5.9%,16101,3177,5.07
6142,友勁,2026-07-13,12.0,10.15,-15.42%,11564,1924,6.01
3033,威健,2026-07-13,51.3,55.6,8.38%,25713,7102,3.62
5488,松普,2026-07-13,17.8,17.7,-0.56%,10897,2311,4.71
3498,陽程,2026-07-13,136.0,123.0,-9.56%,7135,1863,3.83
5475,德宏,2026-07-13,173.5,178.0,2.59%,7573,2441,3.1
4564,元翎,2026-07-13,19.2,21.2,10.42%,11759,2869,4.1
1218,泰山,2026-07-13,16.65,16.25,-2.4%,5767,1508,3.82
