排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2883,凱基金,金融保險業,上市,2999,60442
2,2887,台新金,金融保險業,上市,4444,47952
3,5880,合庫金,金融保險業,上市,4183,34449
4,2892,第一金,金融保險業,上市,2048,31264
5,4958,臻鼎-KY,電子零組件業,上市,-3922,28448
6,6505,台塑化,油電燃氣業,上市,10797,25845
7,1718,中纖,化學工業,上市,3187,25800
8,5876,上海商銀,金融保險業,上市,4670,21568
9,5483,中美晶,半導體業,上櫃,9819,21317
10,1301,台塑,塑膠工業,上市,26153,21283
11,2377,微星,電腦及週邊設備業,上市,-1280,19813
12,2880,華南金,金融保險業,上市,3007,18575
13,2867,三商壽,金融保險業,上市,3141,18270
14,2884,玉山金,金融保險業,上市,1624,17753
15,8039,台虹,電子零組件業,上市,6465,17278
16,5351,鈺創,半導體業,上櫃,-3615,16652
17,2886,兆豐金,金融保險業,上市,1149,12841
18,2105,正新,橡膠工業,上市,1831,12282
19,2332,友訊,通信網路業,上市,-12408,12015
20,1709,和益,化學工業,上市,2070,11964
21,1216,統一,食品工業,上市,500,11379
22,2324,仁寶,電腦及週邊設備業,上市,-1575,11096
23,2801,彰銀,金融保險業,上市,-2326,10561
24,2618,長榮航,航運業,上市,3644,9797
25,3576,聯合再生,光電業,上市,11297,9694
26,2603,長榮,航運業,上市,1257,8814
27,2812,台中銀,金融保險業,上市,437,8746
28,2637,慧洋-KY,航運業,上市,107,8531
29,6182,合晶,半導體業,上櫃,-15048,7740
30,2845,遠東銀,金融保險業,上市,2017,7351
31,2367,燿華,電子零組件業,上市,2777,6828
32,2882,國泰金,金融保險業,上市,132,6652
33,3033,威健,電子通路業,上市,-1723,6344
34,2458,義隆,半導體業,上市,416,5796
35,3006,晶豪科,半導體業,上市,-1055,5716
36,2359,所羅門,其他電子業,上市,-1039,5637
37,1810,和成,玻璃陶瓷,上市,5969,5529
38,3211,順達,電腦及週邊設備業,上櫃,-291,5288
39,2634,漢翔,航運業,上市,-19536,5274
40,6919,康霈*,生技醫療業,上市,735,5224
41,6202,盛群,半導體業,上市,-393,5194
42,3704,合勤控,通信網路業,上市,-1229,4875
43,3374,精材,半導體業,上櫃,-1552,4760
44,1536,和大,汽車工業,上市,-332,4450
45,2472,立隆電,電子零組件業,上市,2239,4329
46,2485,兆赫,通信網路業,上市,1681,4088
47,2382,廣達,電腦及週邊設備業,上市,-435,4032
48,6116,彩晶,光電業,上市,7142,4000
49,2023,燁輝,鋼鐵工業,上市,536,3848
50,1909,榮成,造紙工業,上市,239,3799
