排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軍工_航太製造與維修,1.95,100.0,6/6,1.1,1.79,-0.09,-0.54
2,TPU_伺服器主板與印刷電路板,1.41,100.0,5/5,-11.16,-46.17,8.16,17.41
3,TPU_光通訊與連接器,1.76,100.0,4/4,11.4,-0.03,-3.24,-47.27
4,被動元件,6.41,94.74,18/19,98.41,81.61,32.34,61.61
5,航運,1.86,93.33,14/15,14.9,44.3,-0.67,-6.41
6,電器電纜,2.27,90.0,9/10,9.61,-6.98,0.0,-0.76
7,BBU_電源供應器與整合,2.87,80.0,4/5,87.69,112.83,20.79,31.96
8,PCB,1.86,80.0,12/15,0.0,-82.71,25.75,64.68
9,電池或電源,1.4,75.0,15/20,84.95,96.03,21.33,30.48
10,銀,6.67,75.0,3/4,32.51,33.17,8.25,13.08
11,記憶體製造,3.12,75.0,3/4,34.35,211.06,31.7,88.78
12,光學元件或組裝,1.92,73.33,11/15,15.9,-30.14,-4.51,17.89
13,工業自動化與機器人,1.03,71.43,5/7,6.74,7.26,-2.1,-1.6
14,機器人,2.23,71.43,10/14,63.77,24.92,20.29,32.25
15,銅,3.17,70.0,7/10,-27.78,12.96,21.51,74.38
16,無塵室與機電工程,-0.43,60.0,3/5,2.93,7.81,-0.09,-2.46
17,記憶體模組,2.21,57.14,4/7,-14.93,58.08,12.82,4.94
18,低軌衛星,1.56,57.14,4/7,26.73,1.83,-4.33,-2.28
19,造紙,0.19,57.14,4/7,0.05,-0.08,-0.0,-0.01
20,網通設備組件,1.4,55.0,11/20,-3.41,126.8,-30.78,-80.67
21,鋼鐵,0.24,53.33,8/15,-10.47,19.26,0.05,-0.84
22,金融,-0.65,52.63,10/19,-22.36,43.49,-0.15,-2.03
23,塑膠,-0.82,50.0,9/18,-22.36,43.48,-0.15,-2.03
24,CPO_光通訊,-0.4,50.0,3/6,1.7,-8.37,-7.89,1.64
25,IC設計,1.82,46.15,6/13,-69.82,121.8,40.21,92.56
26,BBU_電池模組,0.05,42.86,3/7,-5.13,-5.96,0.68,-0.18
27,廠務系統與水處理,0.33,42.86,3/7,4.14,8.17,-0.14,-0.13
28,半導體設備,-1.06,42.86,3/7,-0.57,-14.0,-3.24,-0.46
29,紡織,0.37,40.0,8/20,-0.95,-1.82,0.8,1.17
30,CPO_先進封裝測試,0.82,40.0,2/5,-4.83,-19.58,-0.33,-0.78
31,玻璃,0.99,40.0,6/15,-23.02,-111.28,19.6,53.41
32,軍工_無人機相關,-0.08,33.33,3/9,-29.67,181.25,-2.45,19.99
33,化學,-0.51,30.0,6/20,-34.97,22.78,-0.81,-12.4
34,軟體設計,-0.16,26.67,4/15,0.23,0.23,-0.03,0.32
35,記憶體封裝與測試,1.64,25.0,1/4,-27.89,-26.07,10.83,10.1
36,TPU_散熱,-0.55,25.0,1/4,-31.04,-93.63,-23.08,-169.58
37,記憶體控制IC,-0.85,20.0,1/5,2.36,15.6,0.02,0.05
