股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3390,旭軟,2026-05-07,28.0,28.35,1.25%,8161,2707,3.01
6026,福邦證,2026-05-07,16.3,16.7,2.45%,7685,2197,3.5
8016,矽創,2026-05-07,244.0,265.5,8.81%,5281,1719,3.07
2641,正德,2026-05-07,18.4,18.5,0.54%,5373,1597,3.36
2478,大毅,2026-05-07,78.0,80.1,2.69%,13294,4386,3.03
3624,光頡,2026-05-07,55.1,59.4,7.8%,9505,2706,3.51
6526,達發,2026-05-07,687.0,720.0,4.8%,6365,2061,3.09
3354,律勝,2026-05-07,31.2,34.2,9.62%,8244,1685,4.89
3532,台勝科,2026-05-07,250.5,263.0,4.99%,16975,5393,3.15
2354,鴻準,2026-05-07,64.8,63.3,-2.31%,63752,14980,4.26
6108,競國,2026-05-07,24.2,24.2,0.0%,9910,3026,3.28
8215,明基材,2026-05-07,31.4,29.6,-5.73%,18151,5552,3.27
3094,聯傑,2026-05-07,32.85,33.35,1.52%,7117,2041,3.49
6166,凌華,2026-05-07,85.1,86.5,1.65%,7206,2336,3.08
1809,中釉,2026-05-07,37.3,34.5,-7.51%,39198,6946,5.64
1785,光洋科,2026-05-07,179.0,185.0,3.35%,98221,27404,3.58
1605,華新,2026-05-07,32.85,35.85,9.13%,105026,31937,3.29
3033,威健,2026-05-07,45.0,42.9,-4.67%,36045,10473,3.44
8040,九暘,2026-05-06,89.9,80.0,-11.01%,10886,2954,3.68
3532,台勝科,2026-05-06,242.0,263.0,8.68%,16611,4694,3.54
8234,新漢,2026-05-06,77.7,73.3,-5.66%,5374,1438,3.74
3707,漢磊,2026-05-06,77.6,74.7,-3.74%,66288,15963,4.15
4991,環宇-KY,2026-05-06,752.0,690.0,-8.24%,11817,3356,3.52
6108,競國,2026-05-06,20.2,24.2,19.8%,10594,2541,4.17
4934,太極,2026-05-06,18.3,18.95,3.55%,6953,1490,4.66
8042,金山電,2026-05-06,75.0,85.0,13.33%,25650,4578,5.6
3094,聯傑,2026-05-06,28.3,33.35,17.84%,7112,1699,4.19
2417,圓剛,2026-05-06,58.4,51.6,-11.64%,22150,3661,6.05
1809,中釉,2026-05-06,34.15,34.5,1.02%,19148,5137,3.73
8227,巨有科技,2026-05-06,190.0,204.0,7.37%,5638,1814,3.11
2342,茂矽,2026-05-06,42.0,45.95,9.4%,38069,4663,8.16
2354,鴻準,2026-05-06,62.0,63.3,2.1%,83280,12152,6.85
8131,福懋科,2026-05-06,72.6,70.3,-3.17%,27974,7166,3.9
6182,合晶,2026-05-06,51.5,55.6,7.96%,150163,42486,3.53
8110,華東,2026-05-06,53.0,51.1,-3.58%,45484,11972,3.8
3016,嘉晶,2026-05-06,118.5,118.5,0.0%,22662,6374,3.55
3033,威健,2026-05-06,40.8,42.9,5.15%,51739,8845,5.85
3048,益登,2026-05-06,40.45,42.1,4.08%,15354,4131,3.72
8121,越峰,2026-05-05,31.35,32.85,4.78%,5963,1175,5.08
8040,九暘,2026-05-05,78.6,80.0,1.78%,7716,2415,3.19
6412,群電,2026-05-05,87.9,87.1,-0.91%,8741,2186,4.0
6405,悅城,2026-05-05,61.4,61.1,-0.49%,12493,2672,4.67
8131,福懋科,2026-05-05,66.8,70.3,5.24%,17814,5864,3.04
6207,雷科,2026-05-05,63.4,69.0,8.83%,18017,4813,3.74
6451,訊芯-KY,2026-05-05,521.0,490.0,-5.95%,10741,3419,3.14
1504,東元,2026-05-05,70.3,74.0,5.26%,55282,12783,4.32
5464,霖宏,2026-05-05,37.0,47.65,28.78%,5806,832,6.97
4533,協易機,2026-05-05,31.1,31.5,1.29%,8943,2841,3.15
4526,東台,2026-05-05,37.1,36.2,-2.43%,27541,8038,3.43
4510,高鋒,2026-05-05,51.0,46.95,-7.94%,13037,3959,3.29
3580,友威科,2026-05-05,94.9,88.4,-6.85%,7228,2034,3.55
1514,亞力,2026-05-05,123.0,119.5,-2.85%,13146,3087,4.26
3402,漢科,2026-05-05,143.0,144.0,0.7%,9118,1505,6.06
3051,力特,2026-05-05,29.9,27.15,-9.2%,21067,5829,3.61
2465,麗臺,2026-05-05,81.4,86.3,6.02%,8479,2762,3.07
2417,圓剛,2026-05-05,56.0,51.6,-7.86%,10351,2672,3.87
2354,鴻準,2026-05-05,56.5,63.3,12.04%,36260,8325,4.36
2328,廣宇,2026-05-05,54.5,53.6,-1.65%,47394,8720,5.44
2302,麗正,2026-05-05,19.15,20.15,5.22%,5177,1191,4.34
1809,中釉,2026-05-05,29.95,34.5,15.19%,16142,4273,3.78
3535,晶彩科,2026-05-05,140.0,132.0,-5.71%,29345,9420,3.12
