股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,35.05,5,6288479,1257,35.35,34.5,2.46%
2027,大成鋼,49.1,5,10304000,2060,50.8,48.3,5.18%
2313,華通,240.0,4,2838410,567,259.5,236.0,9.96%
2353,宏碁,32.3,5,7528482,1505,33.05,31.2,5.93%
2357,華碩,999.0,5,3629282,725,1030.0,962.0,7.07%
2382,廣達,347.5,5,4313240,862,351.5,332.5,5.71%
2542,興富發,48.0,5,13314000,2662,48.75,46.55,4.73%
2603,長榮,233.0,4,3128393,625,240.0,228.5,5.03%
2610,華航,20.45,5,5262000,1052,20.65,20.15,2.48%
2618,長榮航,42.1,5,12392783,2478,42.95,41.5,3.49%
2633,台灣高鐵,26.0,5,3858000,771,26.3,25.9,1.54%
2801,彰銀,26.5,4,14533000,2906,26.9,24.9,8.03%
2855,統一證,52.0,4,4645139,929,52.3,49.3,6.09%
2882,國泰金,114.5,4,11505703,2301,117.0,108.0,8.33%
2883,凱基金,36.95,5,8966786,1793,37.45,33.9,10.47%
2884,玉山金,43.55,5,24650559,4930,44.4,39.0,13.85%
2887,台新金,41.1,5,36155578,7231,42.65,38.85,9.78%
2890,永豐金,42.6,4,11833979,2366,43.25,40.75,6.13%
2891,中信金,67.4,5,22019153,4403,69.5,65.1,6.76%
2892,第一金,37.3,4,11947906,2389,38.0,35.0,8.57%
3045,台灣大,117.0,4,2603109,520,118.0,113.5,3.96%
3231,緯創,197.0,5,28655235,5731,200.5,178.0,12.64%
3706,神達,92.6,5,3255000,651,95.8,91.4,4.81%
4938,和碩,93.6,5,7219723,1443,95.6,89.9,6.34%
5871,中租-KY,112.5,4,2843765,568,115.0,111.0,3.60%
5876,上海商銀,46.95,4,5165000,1033,46.95,42.6,10.21%
