公司名稱,股票代碼,最新收盤價,標的債券,債券代號,轉換價格,差異百分比,股票成交量,股票5MA,可轉債成交量,可轉債5MA
三商電,2427,26.5,三商電一,24271,26.3,-0.75,2454688,1000688.0,12,5.0
汎德業,2247,288.0,汎德永業一,22471,282.8,-1.81,450760,202666.0,65,31.0
旭軟,3390,23.75,旭軟二,33902,24.2,1.89,3126391,740600.0,3,1.0
