排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2887,台新金,金融保險業,上市,3530,65259
2,2610,華航,航運業,上市,-18375,51848
3,1314,中石化,塑膠工業,上市,7075,50441
4,2618,長榮航,航運業,上市,-1462,49124
5,2892,第一金,金融保險業,上市,13578,46984
6,1802,台玻,玻璃陶瓷,上市,-8749,42179
7,5880,合庫金,金融保險業,上市,826,37698
8,2801,彰銀,金融保險業,上市,42,32296
9,2890,永豐金,金融保險業,上市,4937,27329
10,2406,國碩,光電業,上市,6361,23249
11,1301,台塑,塑膠工業,上市,-4747,23225
12,5483,中美晶,半導體業,上櫃,18194,20117
13,2377,微星,電腦及週邊設備業,上市,3470,19806
14,2886,兆豐金,金融保險業,上市,2287,19609
15,2449,京元電子,半導體業,上市,2065,18918
16,6182,合晶,半導體業,上櫃,11841,18408
17,1303,南亞,塑膠工業,上市,10648,17987
18,1710,東聯,化學工業,上市,7796,17626
19,8046,南電,電子零組件業,上市,-255,16946
20,8033,雷虎,其他業,上市,5401,15755
21,2484,希華,電子零組件業,上市,10878,15382
22,2352,佳世達,電腦及週邊設備業,上市,-1844,14677
23,5328,華容,電子零組件業,上櫃,2656,13862
24,6271,同欣電,半導體業,上市,7042,12950
25,2634,漢翔,航運業,上市,-5088,12876
26,6191,精成科,電子零組件業,上市,-349,11864
27,3706,神達,電腦及週邊設備業,上市,11527,11741
28,1402,遠東新,紡織纖維,上市,540,11642
29,2363,矽統,半導體業,上市,16970,11538
30,8150,南茂,半導體業,上市,20696,11331
31,2464,盟立,其他電子業,上市,10455,9785
32,3042,晶技,電子零組件業,上市,8162,9026
33,3221,台嘉碩,通信網路業,上櫃,8536,9003
34,3236,千如,電子零組件業,上櫃,4847,8533
35,2375,凱美,電子零組件業,上市,7789,7964
36,2812,台中銀,金融保險業,上市,-2049,7742
37,3037,欣興,電子零組件業,上市,-175,7710
38,2356,英業達,電腦及週邊設備業,上市,-2535,7336
39,3605,宏致,電子零組件業,上市,6429,7094
40,6213,聯茂,電子零組件業,上市,-1101,5788
41,1447,力鵬,紡織纖維,上市,3635,5768
42,2633,台灣高鐵,航運業,上市,95,5746
43,2845,遠東銀,金融保險業,上市,-857,5613
44,3711,日月光投控,半導體業,上市,3268,5552
45,2891,中信金,金融保險業,上市,1139,5448
46,3413,京鼎,半導體業,上市,1496,5385
47,2327,國巨,電子零組件業,上市,-2217,5322
48,2027,大成鋼,鋼鐵工業,上市,4424,5141
49,5876,上海商銀,金融保險業,上市,744,5123
50,3227,原相,半導體業,上櫃,2544,4938
