排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,造紙,2.2,100.0,7/7,0.65,0.12,0.07,0.29
2,化學,4.08,95.0,19/20,32.63,57.4,14.38,27.52
3,塑膠,4.51,94.44,17/18,37.35,68.52,13.48,26.0
4,金融,4.09,89.47,17/19,37.35,68.53,13.48,26.0
5,軟體設計,1.72,86.67,13/15,1.59,1.74,0.02,0.36
6,BBU_電池模組,1.2,85.71,6/7,2.7,11.13,-0.26,-3.64
7,工業自動化與機器人,4.18,85.71,6/7,-2.9,5.48,-0.37,-1.72
8,記憶體模組,3.51,85.71,6/7,-8.39,-39.27,12.71,-14.97
9,IC設計,3.67,84.62,11/13,-47.93,7.89,8.43,-18.78
10,紡織,4.08,80.0,16/20,1.14,-8.4,1.14,3.04
11,TPU_伺服器主板與印刷電路板,0.12,80.0,4/5,-116.38,-81.6,2.09,26.29
12,無塵室與機電工程,3.97,80.0,4/5,10.5,-17.92,7.95,11.18
13,機器人,3.73,78.57,11/14,-27.69,-24.3,0.53,-0.39
14,TPU_散熱,2.92,75.0,3/4,3.7,63.61,38.89,56.66
15,低軌衛星,1.25,71.43,5/7,-21.98,-10.91,4.46,7.08
16,半導體設備,0.4,71.43,5/7,-7.17,17.61,-5.53,-20.65
17,網通設備組件,1.09,65.0,13/20,-42.97,61.24,35.75,30.09
18,航運,0.08,60.0,9/15,-3.7,-21.04,6.52,31.64
19,BBU_電源供應器與整合,0.53,60.0,3/5,-22.27,-19.94,0.13,-4.53
20,CPO_先進封裝測試,1.77,60.0,3/5,5.43,28.52,0.6,-8.2
21,光學元件或組裝,1.33,60.0,9/15,8.59,-62.54,-16.77,-46.15
22,電池或電源,0.59,55.0,11/20,-28.17,-33.44,3.22,2.65
23,記憶體製造,-1.2,50.0,2/4,84.39,-213.24,-82.97,-138.48
24,TPU_光通訊與連接器,0.85,50.0,2/4,-3.9,21.82,5.38,-9.13
25,CPO_光通訊,0.53,50.0,3/6,15.87,12.5,-11.64,-36.82
26,銀,-1.01,50.0,2/4,-32.52,85.39,-6.43,-165.92
27,鋼鐵,-0.52,46.67,7/15,-12.01,-31.66,0.37,12.72
28,玻璃,-0.5,46.67,7/15,-117.68,-22.0,-13.35,19.3
29,軍工_無人機相關,0.39,44.44,4/9,-52.52,28.4,5.22,-26.17
30,廠務系統與水處理,1.71,42.86,3/7,1.94,-0.92,-0.0,-0.23
31,PCB,-0.84,40.0,6/15,-257.56,-269.54,2.15,61.51
32,銅,1.71,40.0,4/10,-8.43,-20.14,10.89,18.39
33,被動元件,-1.91,36.84,7/19,-73.82,9.39,-4.3,-154.93
34,記憶體封裝與測試,0.2,25.0,1/4,-14.01,33.6,-4.97,-11.09
35,記憶體控制IC,-0.92,20.0,1/5,-1.87,-8.05,-1.0,2.21
36,電器電纜,-0.3,20.0,2/10,-6.9,-20.49,0.29,-0.1
37,軍工_航太製造與維修,-1.5,16.67,1/6,5.42,18.35,0.07,0.17
