股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3605,宏致,2026-07-02,84.6,90.1,6.5%,31356,4691,6.68
5483,中美晶,2026-07-02,194.0,201.0,3.61%,85458,23910,3.57
1444,力麗,2026-07-02,9.4,10.0,6.38%,27616,6710,4.12
4533,協易機,2026-07-02,28.7,31.2,8.71%,5464,1609,3.39
4541,晟田,2026-07-02,55.3,55.2,-0.18%,7351,2230,3.3
4542,科嶠,2026-07-02,543.0,470.5,-13.35%,5398,1655,3.26
4916,事欣科,2026-07-02,114.0,115.0,0.88%,29875,9744,3.07
4989,榮科,2026-07-02,89.5,100.5,12.29%,24009,7519,3.19
6133,金橋,2026-07-02,23.25,26.25,12.9%,8692,2058,4.22
2630,亞航,2026-07-02,50.8,50.8,0.0%,11140,2859,3.9
6156,松上,2026-07-02,32.0,32.0,0.0%,26323,4813,5.47
6215,和椿,2026-07-02,110.0,118.0,7.27%,9410,1784,5.27
6719,力智,2026-07-02,297.0,300.0,1.01%,17525,4761,3.68
6753,龍德造船,2026-07-02,139.0,140.0,0.72%,5237,1547,3.38
7402,邑錡,2026-07-02,128.0,126.0,-1.56%,5006,911,5.49
8033,雷虎,2026-07-02,185.5,186.0,0.27%,53062,9117,5.82
2645,長榮航太,2026-07-02,209.5,197.0,-5.97%,12080,2488,4.85
9939,宏全,2026-07-02,119.0,118.0,-0.84%,6358,2013,3.16
2023,燁輝,2026-07-02,13.6,13.45,-1.1%,6987,2252,3.1
2464,盟立,2026-07-02,186.5,183.5,-1.61%,63820,16016,3.98
1447,力鵬,2026-07-02,8.5,9.09,6.94%,38683,4729,8.18
1536,和大,2026-07-02,48.25,50.9,5.49%,9250,2178,4.25
1617,榮星,2026-07-02,22.9,22.3,-2.62%,11785,1061,11.1
1710,東聯,2026-07-02,18.4,18.4,0.0%,53264,13337,3.99
2466,冠西電,2026-07-01,64.6,78.4,21.36%,11367,1272,8.93
5452,佶優,2026-07-01,34.5,34.35,-0.43%,12948,3528,3.67
2208,台船,2026-07-01,20.1,18.95,-5.72%,16966,4751,3.57
4541,晟田,2026-07-01,55.6,55.2,-0.72%,9587,1945,4.93
1718,中纖,2026-07-01,14.35,13.6,-5.23%,292901,54272,5.4
5314,世紀,2026-07-01,67.6,65.0,-3.85%,20162,4666,4.32
5371,中光電,2026-07-01,89.3,84.7,-5.15%,61341,10658,5.76
5443,均豪,2026-07-01,116.0,121.5,4.74%,14801,3133,4.72
1709,和益,2026-07-01,22.25,23.4,5.17%,7415,2022,3.67
3702,大聯大,2026-07-01,107.5,108.0,0.47%,51228,15444,3.32
6271,同欣電,2026-07-01,277.0,264.0,-4.69%,42671,12465,3.42
6509,聚和,2026-07-01,50.5,52.3,3.56%,10740,3172,3.38
1447,力鵬,2026-07-01,8.27,9.09,9.92%,10173,3239,3.14
6753,龍德造船,2026-07-01,138.0,140.0,1.45%,6517,1314,4.96
1444,力麗,2026-07-01,9.45,10.0,5.82%,29803,5874,5.07
8033,雷虎,2026-07-01,177.0,186.0,5.08%,25951,6583,3.94
8222,寶一,2026-07-01,41.6,40.7,-2.16%,7754,956,8.1
4532,瑞智,2026-07-01,28.3,28.3,0.0%,10417,2899,3.59
1815,富喬,2026-07-01,115.5,101.5,-12.12%,94589,30238,3.13
3694,海華,2026-07-01,63.8,64.5,1.1%,10321,1803,5.72
3227,原相,2026-07-01,244.0,235.0,-3.69%,10336,2853,3.62
2630,亞航,2026-07-01,50.0,50.8,1.6%,18202,2351,7.74
2634,漢翔,2026-07-01,57.8,54.6,-5.54%,57139,11944,4.78
2363,矽統,2026-07-01,71.2,71.1,-0.14%,82848,22657,3.66
2645,長榮航太,2026-07-01,188.0,197.0,4.79%,6071,1938,3.13
2801,彰銀,2026-07-01,24.0,23.35,-2.71%,140473,43764,3.21
3016,嘉晶,2026-07-01,136.5,134.0,-1.83%,38593,11841,3.26
3031,佰鴻,2026-07-01,33.8,33.2,-1.78%,22372,3414,6.55
3005,神基,2026-07-01,103.0,102.5,-0.49%,20038,6014,3.33
1102,亞泥,2026-07-01,35.0,36.4,4.0%,86002,20050,4.29
3605,宏致,2026-07-01,79.5,90.1,13.33%,14473,3220,4.49
3594,磐儀,2026-07-01,53.4,56.7,6.18%,6975,718,9.71
3227,原相,2026-06-30,233.5,235.0,0.64%,9213,2482,3.71
8227,巨有科技,2026-06-30,217.5,214.0,-1.61%,5240,1608,3.26
8069,元太,2026-06-30,228.0,205.5,-9.87%,27387,8688,3.15
8033,雷虎,2026-06-30,156.0,186.0,19.23%,37042,5499,6.74
2630,亞航,2026-06-30,44.5,50.8,14.16%,7685,1489,5.16
2208,台船,2026-06-30,17.8,18.95,6.46%,14662,4317,3.4
1444,力麗,2026-06-30,8.65,10.0,15.61%,16896,4636,3.64
6753,龍德造船,2026-06-30,128.0,140.0,9.38%,5539,1037,5.34
2634,漢翔,2026-06-30,52.2,54.6,4.6%,65341,9312,7.02
3413,京鼎,2026-06-30,324.5,330.0,1.69%,8909,2493,3.57
5314,世紀,2026-06-30,63.5,65.0,2.36%,17703,3808,4.65
4707,磐亞,2026-06-30,30.3,30.9,1.98%,23726,7054,3.36
2906,高林,2026-06-30,15.95,14.3,-10.34%,5818,820,7.09
6191,精成科,2026-06-30,107.0,110.0,2.8%,39544,12496,3.16
6156,松上,2026-06-30,26.2,32.0,22.14%,11025,3348,3.29
4532,瑞智,2026-06-30,27.35,28.3,3.47%,17067,2446,6.98
3360,尚立,2026-06-30,21.0,21.85,4.05%,14635,4163,3.51
1710,東聯,2026-06-30,15.1,18.4,21.85%,47970,12368,3.88
3031,佰鴻,2026-06-30,31.0,33.2,7.1%,9149,2399,3.81
3230,錦明,2026-06-30,46.0,51.5,11.96%,10935,2064,5.3
5434,崇越,2026-06-30,531.0,541.0,1.88%,5191,1432,3.62
5371,中光電,2026-06-30,82.2,84.7,3.04%,42625,7780,5.48
2645,長榮航太,2026-06-30,174.0,197.0,13.22%,6148,1741,3.53
