股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,74.9,5,6819123,1363,76.3,73.8,3.39%
1402,遠東新,28.4,4,35392306,7078,29.2,28.0,4.29%
2027,大成鋼,40.65,4,33566843,6713,41.9,39.5,6.08%
2347,聯強,93.0,5,15593696,3118,95.5,90.9,5.06%
2356,英業達,67.2,5,24053764,4810,69.2,63.1,9.67%
2376,技嘉,338.5,5,5858891,1171,348.5,318.5,9.42%
2377,微星,143.0,5,31153679,6230,147.0,131.5,11.79%
2382,廣達,369.0,5,12377196,2475,376.5,357.0,5.46%
2412,中華電,141.0,5,17616639,3523,145.0,141.0,2.84%
2474,可成,201.5,5,5877780,1175,212.0,200.0,6.00%
2504,國產,32.5,4,8351889,1670,33.65,32.3,4.18%
2542,興富發,43.1,5,12570000,2514,43.5,42.1,3.33%
2610,華航,22.85,4,62164988,12432,24.25,22.3,8.74%
2618,長榮航,43.9,4,49863964,9972,45.0,43.15,4.29%
2633,台灣高鐵,26.4,5,30427000,6085,26.65,26.05,2.30%
2845,遠東銀,13.0,5,30534740,6106,13.2,12.85,2.72%
2884,玉山金,33.7,4,42338240,8467,35.35,32.8,7.77%
2886,兆豐金,46.0,5,154623475,30924,47.4,44.75,5.92%
2890,永豐金,39.5,5,136276199,27255,40.65,38.95,4.36%
2891,中信金,69.9,4,17120538,3424,72.2,69.7,3.59%
2892,第一金,32.1,5,182953206,36590,33.35,32.05,4.06%
2903,遠百,22.05,5,8415000,1683,23.6,21.55,9.51%
3045,台灣大,118.5,5,22780101,4556,120.5,116.0,3.88%
3231,緯創,158.5,5,27257601,5451,162.0,153.0,5.88%
3293,鈊象,800.0,5,4622000,924,819.0,745.0,9.93%
3702,大聯大,108.0,4,44614275,8922,113.0,103.5,9.18%
3706,神達,93.3,5,27506000,5501,94.2,83.5,12.81%
4904,遠傳,103.0,5,26212777,5242,108.5,103.0,5.34%
5469,瀚宇博,87.5,5,9864000,1972,94.0,84.2,11.64%
5876,上海商銀,41.85,5,25662000,5132,42.8,41.4,3.38%
6139,亞翔,939.0,5,2795100,559,972.0,862.0,12.76%
8070,長華*,56.5,5,3948501,789,57.2,52.4,9.16%
8112,至上,89.0,5,14538433,2907,96.5,86.8,11.18%
8422,可寧衛,26.8,4,9607000,1921,29.05,26.7,8.80%
8926,台汽電,73.0,4,5901978,1180,78.8,72.3,8.99%
