股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3062,建漢,2026-03-31,30.7,29.65,-3.42%,63915,11621,5.5
4543,萬在,2026-03-31,36.45,32.0,-12.21%,5002,686,7.29
4707,磐亞,2026-03-31,12.4,11.35,-8.47%,9793,1421,6.89
5243,乙盛-KY,2026-03-31,84.5,82.5,-2.37%,19273,3207,6.01
6175,立敦,2026-03-31,51.0,47.75,-6.37%,17925,2979,6.02
8042,金山電,2026-03-31,58.3,53.9,-7.55%,7989,1399,5.71
1909,榮成,2026-03-30,10.3,10.75,4.37%,28651,4430,6.47
3062,建漢,2026-03-30,28.55,29.65,3.85%,80433,8871,9.07
6821,聯寶,2026-03-30,56.5,54.9,-2.83%,7115,823,8.64
1905,華紙,2026-03-27,14.65,18.55,26.62%,63599,7408,8.59
2231,為升,2026-03-27,112.5,124.0,10.22%,6116,1045,5.85
2419,仲琦,2026-03-27,33.2,32.45,-2.26%,42074,6204,6.78
2484,希華,2026-03-27,27.5,28.7,4.36%,14208,2634,5.39
3026,禾伸堂,2026-03-27,138.0,137.5,-0.36%,28955,3989,7.26
4906,正文,2026-03-27,37.0,36.05,-2.57%,116104,18522,6.27
6821,聯寶,2026-03-27,55.8,54.9,-1.61%,5935,470,12.61
