排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2887,台新金,金融保險業,上市,62894,158103
2,2883,凱基金,金融保險業,上市,57622,82520
3,1303,南亞,塑膠工業,上市,1616,75073
4,1326,台化,塑膠工業,上市,16943,68175
5,3706,神達,電腦及週邊設備業,上市,12242,48798
6,2890,永豐金,金融保險業,上市,29485,43447
7,2891,中信金,金融保險業,上市,13444,42887
8,2834,臺企銀,金融保險業,上市,42060,41761
9,2603,長榮,航運業,上市,9404,38570
10,1101,台泥,水泥工業,上市,6448,37024
11,2382,廣達,電腦及週邊設備業,上市,6546,36546
12,2880,華南金,金融保險業,上市,20165,36257
13,2884,玉山金,金融保險業,上市,25033,32551
14,1409,新纖,紡織纖維,上市,3091,30885
15,2867,三商壽,金融保險業,上市,12651,24323
16,2349,錸德,光電業,上市,17343,23797
17,2323,中環,光電業,上市,10673,21609
18,6505,台塑化,油電燃氣業,上市,6753,17555
19,3049,精金,光電業,上市,3207,16339
20,2354,鴻準,其他電子業,上市,6628,15843
21,1513,中興電,電機機械,上市,18663,14966
22,2892,第一金,金融保險業,上市,24551,14815
23,6548,長科*,半導體業,上櫃,1399,14117
24,2027,大成鋼,鋼鐵工業,上市,3608,12451
25,2412,中華電,通信網路業,上市,1065,12400
26,2357,華碩,電腦及週邊設備業,上市,1380,11827
27,1714,和桐,化學工業,上市,7328,10831
28,5871,中租-KY,其他業,上市,1867,9928
29,3234,光環,通信網路業,上櫃,1134,9122
30,2912,統一超,貿易百貨業,上市,3334,8921
31,3704,合勤控,通信網路業,上市,1682,8885
32,5876,上海商銀,金融保險業,上市,1804,8151
33,6026,福邦證,金融保險業,上櫃,1868,7691
34,3045,台灣大,通信網路業,上市,3744,7628
35,8131,福懋科,半導體業,上市,481,6660
36,3324,雙鴻,其他電子業,上櫃,2881,6277
37,2103,台橡,橡膠工業,上市,4304,5951
38,1608,華榮,電器電纜,上市,3897,5932
39,4904,遠傳,通信網路業,上市,1038,5566
40,2399,映泰,電腦及週邊設備業,上市,807,5373
41,1563,巧新,汽車工業,上市,41,5356
42,2845,遠東銀,金融保險業,上市,6319,5194
43,6120,達運,光電業,上市,1189,5149
44,1444,力麗,紡織纖維,上市,1441,4832
45,1440,南紡,紡織纖維,上市,3176,4823
46,2385,群光,電子零組件業,上市,1651,4798
47,3689,湧德,電子零組件業,上櫃,1145,4768
48,6126,信音,電子零組件業,上櫃,1997,4764
49,9941,裕融,其他業,上市,2015,4725
50,2009,第一銅,鋼鐵工業,上市,3383,4713
51,1312,國喬,塑膠工業,上市,2617,4521
52,1722,台肥,化學工業,上市,1272,4499
53,2201,裕隆,汽車工業,上市,445,4182
54,6456,GIS-KY,光電業,上市,5128,4070
55,1904,正隆,造紙工業,上市,923,3938
56,1708,東鹼,化學工業,上市,1757,3870
57,3312,弘憶股,電子通路業,上市,969,3814
58,6805,富世達,電子零組件業,上市,95,3799
59,9933,中鼎,其他業,上市,2073,3602
60,4306,炎洲,塑膠工業,上市,1196,3544
61,2104,國際中橡,橡膠工業,上市,981,2984
62,2031,新光鋼,鋼鐵工業,上市,1511,2528
63,4763,材料-KY,化學工業,上市,1812,2397
64,3056,富華新,建材營造業,上市,621,2311
65,2915,潤泰全,貿易百貨業,上市,639,2301
66,2606,裕民,航運業,上市,57,2274
67,2478,大毅,電子零組件業,上市,71,2092
68,2206,三陽工業,汽車工業,上市,400,2084
69,2597,潤弘,建材營造業,上市,412,2060
70,1612,宏泰,電器電纜,上市,1058,2028
71,2387,精元,電腦及週邊設備業,上市,504,2026
72,2838,聯邦銀,金融保險業,上市,1124,2003
73,1307,三芳,塑膠工業,上市,648,1989
74,1316,上曜,建材營造業,上市,364,1988
75,5522,遠雄,建材營造業,上市,370,1980
76,6451,訊芯-KY,半導體業,上市,1032,1913
77,2520,冠德,建材營造業,上市,499,1899
78,3147,大綜,資訊服務業,上櫃,625,1893
79,8021,尖點,其他電子業,上市,703,1803
80,2017,官田鋼,鋼鐵工業,上市,931,1727
81,1907,永豐餘,造紙工業,上市,724,1696
82,2108,南帝,橡膠工業,上市,1051,1647
83,6592,和潤企業,其他業,上市,870,1639
84,1529,樂事綠能,電機機械,上市,1443,1608
85,6890,來億-KY,運動休閒,上市,851,1570
86,2368,金像電,電子零組件業,上市,1917,1551
87,8163,達方,電腦及週邊設備業,上市,453,1412
88,5530,龍巖,其他業,上櫃,969,1404
89,3022,威強電,電腦及週邊設備業,上市,36,1348
90,6121,新普,電腦及週邊設備業,上櫃,314,1344
