股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
6770,力積電,40.45,9.92,84439.0,162281.8,680.0,3994.0
1815,富喬,86.5,7.05,15829.52,13098.04,2105.0,2105.0
2301,光寶科,169.0,5.96,4518.55,8611.6,383.0,-562.08
