股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,36.3,4,26262019,5252,38.05,35.95,5.84%
1215,卜蜂,135.5,5,10040000,2008,144.0,132.5,8.68%
1216,統一,77.8,5,97825726,19565,80.0,74.7,7.10%
2027,大成鋼,35.45,5,33195000,6639,38.2,35.45,7.76%
2357,華碩,550.0,5,21009484,4201,600.0,550.0,9.09%
2458,義隆,127.5,5,6233821,1246,127.5,121.0,5.37%
2606,裕民,61.6,5,12845354,2569,64.2,60.0,7.00%
2880,華南金,31.9,5,62448474,12489,32.5,30.7,5.86%
2883,凱基金,17.75,5,15206178,3041,17.85,16.95,5.31%
2884,玉山金,33.3,5,214566398,42913,34.2,32.9,3.95%
2886,兆豐金,41.2,5,8081992,1616,41.2,40.2,2.49%
2903,遠百,22.3,5,18695000,3739,23.15,22.15,4.51%
3036,文曄,151.0,5,18993000,3798,156.0,145.0,7.59%
3045,台灣大,107.0,5,57709003,11541,107.5,104.0,3.37%
3260,威剛,200.0,4,5921576,1184,202.0,177.5,13.80%
3702,大聯大,59.0,5,29293137,5858,62.8,59.0,6.44%
6005,群益證,24.5,5,16840044,3368,25.15,24.05,4.57%
6414,樺漢,300.5,5,2534000,506,302.0,285.0,5.96%
8422,可寧衛,24.8,5,54613000,10922,25.1,23.1,8.66%
9904,寶成,30.55,5,3035636,607,31.6,30.45,3.78%
9907,統一實,18.35,5,18856654,3771,18.45,17.85,3.36%
