股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
9933,中鼎,39.4,7.94,3423.3,6611.48,0.0,0.94
6548,長科*,49.4,6.69,-212.0,180.84,0.0,3.0
