股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
3211,順達,BBU_電池模組,9.97,6.92,16966
4931,新盛力,BBU_電池模組,6.97,9.64,14704
3625,西勝,BBU_電池模組,5.57,4.65,566
6781,AES-KY,BBU_電池模組,3.21,2.27,1763
3323,加百裕,BBU_電池模組,2.82,3.99,4144
6558,興能高,BBU_電池模組,2.58,1.71,788
6121,新普,BBU_電池模組,0.0,-1.42,368
2308,台達電,BBU_電源供應器與整合,9.54,5.08,16571
3625,西勝,BBU_電源供應器與整合,5.57,4.65,566
2301,光寶科,BBU_電源供應器與整合,2.94,-1.56,14502
5309,系統電,BBU_電源供應器與整合,2.85,2.68,8639
3305,昇貿,BBU_電源供應器與整合,2.5,-1.44,1257
6451,訊芯-KY,CPO_先進封裝測試,10.0,16.21,1648
6257,矽格,CPO_先進封裝測試,8.3,3.4,9843
3265,台星科,CPO_先進封裝測試,7.17,4.03,2128
6515,穎崴,CPO_先進封裝測試,3.17,6.56,655
3363,上詮,CPO_先進封裝測試,1.95,-7.63,763
3081,聯亞,CPO_光通訊,10.0,-6.1,214
4979,華星光,CPO_光通訊,9.95,5.19,15554
4977,眾達-KY,CPO_光通訊,9.92,-0.5,6724
2455,全新,CPO_光通訊,9.9,15.87,6575
6442,光聖,CPO_光通訊,9.82,3.91,2312
3163,波若威,CPO_光通訊,7.03,-1.54,1015
3529,力旺,IC設計,9.86,3.15,721
3035,智原,IC設計,2.36,-3.81,884
3035,智原,IC設計,2.36,-3.81,884
6531,愛普*,IC設計,2.0,-7.59,3536
6643,M31,IC設計,1.85,-3.2,762
8054,安國,IC設計,1.44,-2.09,1245
3661,世芯-KY,IC設計,1.29,-6.67,1056
3661,世芯-KY,IC設計,1.29,-6.67,1056
6533,晶心科,IC設計,0.8,-1.31,580
2454,聯發科,IC設計,0.0,-4.71,6144
3443,創意,IC設計,-1.2,-6.43,2976
3443,創意,IC設計,-1.2,-6.43,2976
2388,威盛,IC設計,-1.52,-6.15,7069
3037,欣興,PCB,10.0,-8.66,5286
8046,南電,PCB,9.98,-0.18,11030
2367,燿華,PCB,9.96,2.88,111876
3715,定穎投控,PCB,9.91,2.52,37016
6213,聯茂,PCB,9.81,1.39,10989
2313,華通,PCB,9.79,3.6,60400
3189,景碩,PCB,9.67,-7.5,4847
1815,富喬,PCB,9.31,5.88,82181
6274,台燿,PCB,7.21,4.69,15735
2383,台光電,PCB,5.96,1.25,3332
4958,臻鼎-KY,PCB,5.33,-0.95,22213
2368,金像電,PCB,3.83,-6.68,8660
2316,楠梓電,PCB,3.0,-8.85,5049
8358,金居,PCB,2.48,-7.54,25910
5469,瀚宇博,PCB,0.98,-3.95,1913
3037,欣興,TPU_伺服器主板與印刷電路板,10.0,-8.66,5286
3715,定穎投控,TPU_伺服器主板與印刷電路板,9.91,2.52,37016
2383,台光電,TPU_伺服器主板與印刷電路板,5.96,1.25,3332
2368,金像電,TPU_伺服器主板與印刷電路板,3.83,-6.68,8660
5469,瀚宇博,TPU_伺服器主板與印刷電路板,0.98,-3.95,1913
3081,聯亞,TPU_光通訊與連接器,10.0,-6.1,214
6442,光聖,TPU_光通訊與連接器,9.82,3.91,2312
2345,智邦,TPU_光通訊與連接器,9.77,4.66,6912
6805,富世達,TPU_光通訊與連接器,3.81,-4.75,2269
3017,奇鋐,TPU_散熱,7.97,2.44,5596
6831,未知,TPU_散熱,7.4,-0.55,1211
6805,富世達,TPU_散熱,3.81,-4.75,2269
3324,雙鴻,TPU_散熱,2.99,-2.82,4490
2367,燿華,低軌衛星,9.96,2.88,111876
2313,華通,低軌衛星,9.79,3.6,60400
2345,智邦,低軌衛星,9.77,4.66,6912
3491,昇達科,低軌衛星,9.73,-2.76,385
2485,兆赫,低軌衛星,6.38,8.25,13945
6443,元晶,低軌衛星,5.03,-3.26,77318
6190,萬泰科,低軌衛星,4.57,1.1,9717
3081,聯亞,光學元件或組裝,10.0,-6.1,214
6451,訊芯-KY,光學元件或組裝,10.0,16.21,1648
4979,華星光,光學元件或組裝,9.95,5.19,15554
4977,眾達-KY,光學元件或組裝,9.92,-0.5,6724
6442,光聖,光學元件或組裝,9.82,3.91,2312
3450,聯鈞,光學元件或組裝,8.17,-2.63,11086
3504,揚明光,光學元件或組裝,4.14,-0.86,275
2374,佳能,光學元件或組裝,3.59,2.56,3767
6668,中揚光,光學元件或組裝,3.38,0.3,266
3406,玉晶光,光學元件或組裝,2.97,5.17,1891
3019,亞光,光學元件或組裝,2.81,-1.92,1300
3362,先進光,光學元件或組裝,2.29,1.97,237
4976,佳凌,光學元件或組裝,1.22,-2.02,261
6209,今國光,光學元件或組裝,-0.56,-9.93,1932
3008,大立光,光學元件或組裝,-0.89,-5.73,752
4720,德淵,化學,10.0,8.36,4505
4755,三福化,化學,5.9,4.81,1308
1303,南亞,化學,5.12,-3.06,50730
4770,上品,化學,4.34,0.88,493
1717,長興,化學,3.82,-6.3,18097
4749,新應材,化學,3.82,2.4,2269
1773,勝一,化學,2.11,-3.0,545
1727,中華化,化學,1.38,-3.56,3787
1301,台塑,化學,1.33,-4.1,16758
1722,台肥,化學,0.44,-3.93,2319
4763,材料-KY,化學,0.11,-4.26,3030
1440,南紡,化學,0.0,-2.29,975
1725,元禎,化學,-0.32,-5.44,148
1326,台化,化學,-0.35,-6.54,29588
1402,遠東新,化學,-0.57,-1.7,16624
1409,新纖,化學,-0.63,-3.68,4974
1723,中碳,化學,-0.68,-2.03,708
6505,台塑化,化學,-1.09,-3.02,15605
1710,東聯,化學,-4.67,-6.84,12833
1304,台聚,化學,-5.86,-3.99,25726
3583,辛耘,半導體設備,9.96,15.58,4615
6187,萬潤,半導體設備,9.9,16.61,8091
6640,均華,半導體設備,9.77,1.29,464
6196,帆宣,半導體設備,6.95,4.17,4870
3680,家登,半導體設備,6.87,5.23,1526
3138,耀登,半導體設備,3.24,-0.85,3631
2460,建通,半導體設備,1.63,-3.68,165
1303,南亞,塑膠,5.12,-3.06,50730
