股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
4510,高鋒,2026-03-25,44.45,45.6,2.59%,6652,1168,5.69
3031,佰鴻,2026-03-25,23.55,24.4,3.61%,12409,2295,5.41
6168,宏齊,2026-03-25,26.5,26.85,1.32%,62475,8830,7.08
2351,順德,2026-03-24,98.5,100.5,2.03%,15898,2625,6.06
2405,輔信,2026-03-24,16.55,16.55,0.0%,16818,2856,5.89
6547,高端疫苗,2026-03-24,59.9,56.5,-5.68%,56502,4931,11.46
5452,佶優,2026-03-23,38.0,35.9,-5.53%,34263,6771,5.06
6672,騰輝電子-KY,2026-03-23,120.0,128.0,6.67%,18017,2810,6.41
6588,東典光電,2026-03-23,105.0,105.5,0.48%,7949,1567,5.07
6547,高端疫苗,2026-03-23,49.6,56.5,13.91%,15718,2185,7.19
6532,瑞耘,2026-03-23,82.3,77.4,-5.95%,5623,988,5.69
6438,迅得,2026-03-23,170.0,179.5,5.59%,17474,2908,6.01
2032,新鋼,2026-03-23,17.3,16.6,-4.05%,6621,886,7.47
4991,環宇-KY,2026-03-23,412.5,437.0,5.94%,25425,4019,6.33
2038,海光,2026-03-23,16.65,15.6,-6.31%,7365,1144,6.44
3587,閎康,2026-03-23,244.0,251.5,3.07%,13338,2353,5.67
3071,協禧,2026-03-23,28.9,29.05,0.52%,9712,1173,8.27
3050,鈺德,2026-03-23,14.55,13.95,-4.12%,8588,1284,6.69
2388,威盛,2026-03-23,54.4,51.9,-4.6%,29667,4925,6.02
2369,菱生,2026-03-23,35.8,32.85,-8.24%,159578,29883,5.34
2323,中環,2026-03-23,13.0,11.85,-8.85%,97837,17231,5.68
8047,星雲,2026-03-23,51.0,56.6,10.98%,5832,600,9.72
