排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,被動元件,3.17,100.0,19/19,115.21,88.03,3.08,6.63
2,BBU_電源供應器與整合,4.68,100.0,5/5,108.83,101.74,0.38,6.94
3,機器人,4.54,100.0,14/14,109.07,106.86,3.06,11.38
4,記憶體封裝與測試,3.78,100.0,4/4,0.34,-6.63,2.29,4.51
5,工業自動化與機器人,5.41,100.0,7/7,7.42,8.84,-0.03,-0.03
6,軍工_航太製造與維修,2.93,100.0,6/6,2.54,1.55,0.05,0.03
7,半導體設備,6.9,100.0,7/7,5.23,-15.16,9.34,34.51
8,銀,2.52,100.0,4/4,13.62,-7.35,-0.03,-4.8
9,航運,1.56,100.0,15/15,3.5,-4.1,-0.44,7.91
10,低軌衛星,7.89,100.0,7/7,61.11,56.46,4.54,10.76
11,TPU_散熱,5.54,100.0,4/4,20.79,-9.78,1.02,2.73
12,TPU_光通訊與連接器,8.35,100.0,4/4,-6.69,-28.58,1.83,20.21
13,TPU_伺服器主板與印刷電路板,6.14,100.0,5/5,30.77,-14.29,5.46,3.95
14,PCB,7.15,100.0,15/15,144.95,91.05,15.79,1.96
15,電器電纜,2.93,100.0,10/10,13.53,7.42,0.01,-1.41
16,CPO_光通訊,9.44,100.0,6/6,16.14,7.37,7.38,24.51
17,CPO_先進封裝測試,6.12,100.0,5/5,11.42,8.44,-2.11,-3.58
18,無塵室與機電工程,4.45,100.0,5/5,8.9,28.13,1.16,6.88
19,電池或電源,3.25,90.0,18/20,127.18,114.86,6.71,14.32
20,銅,3.89,90.0,9/10,40.32,42.52,7.4,-5.33
21,軍工_無人機相關,1.3,88.89,8/9,-12.58,-36.07,-2.72,-4.58
22,玻璃,4.36,86.67,13/15,40.14,26.92,3.27,-6.18
23,光學元件或組裝,5.12,86.67,13/15,31.32,2.55,5.09,20.08
24,記憶體模組,2.32,85.71,6/7,-3.68,16.7,-4.01,-20.99
25,廠務系統與水處理,1.37,85.71,6/7,0.98,-3.07,0.0,-0.0
26,造紙,1.53,85.71,6/7,0.23,0.61,0.0,-0.0
27,BBU_電池模組,4.45,85.71,6/7,8.66,7.7,6.33,6.92
28,網通設備組件,5.37,85.0,17/20,38.05,-38.02,12.19,37.28
29,記憶體製造,2.75,75.0,3/4,-58.26,-90.89,-8.1,-66.81
30,IC設計,1.49,69.23,9/13,-22.4,-52.31,-0.01,4.66
31,軟體設計,0.99,66.67,10/15,-0.87,-2.18,-0.0,-0.0
32,紡織,0.35,60.0,12/20,-1.96,-8.25,-0.07,-0.13
33,記憶體控制IC,1.1,60.0,3/5,2.51,3.12,-0.01,-0.04
34,鋼鐵,1.15,60.0,9/15,17.87,-7.75,4.01,4.29
35,化學,1.21,55.0,11/20,11.71,-12.61,0.43,-5.21
36,金融,-1.61,36.84,7/19,6.77,-2.0,0.27,-6.99
37,塑膠,-1.79,33.33,6/18,6.77,-2.0,0.27,-6.99
