股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1210,大成,55.7,5,24648000,4929,56.0,53.2,5.26%
1402,遠東新,27.4,5,123790611,24758,28.1,26.4,6.44%
2105,正新,35.0,5,70088999,14017,35.0,32.7,7.03%
2379,瑞昱,655.0,5,13117329,2623,660.0,579.0,13.99%
2382,廣達,370.0,5,85799622,17159,395.5,357.0,10.78%
2542,興富發,45.35,5,46693000,9338,46.1,41.2,11.89%
2880,華南金,35.65,4,10066988,2013,37.25,33.0,12.88%
2881,富邦金,125.5,5,106500569,21300,127.5,112.0,13.84%
2884,玉山金,33.85,4,3419571,683,34.35,32.3,6.35%
2887,台新金,28.75,5,55469810,11093,29.65,27.15,9.21%
3293,鈊象,762.0,5,6868503,1373,833.0,740.0,12.57%
4938,和碩,95.4,5,65824760,13164,99.4,87.6,13.47%
5871,中租-KY,123.0,5,41685998,8337,123.0,112.0,9.82%
