排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,半導體設備,3.46,100.0,7/7,-4.66,2.76,2.48,3.19
2,記憶體模組,9.4,100.0,7/7,-12.63,-12.24,0.32,-3.18
3,記憶體封裝與測試,3.74,100.0,4/4,-3.82,-9.07,0.74,4.27
4,航運,2.17,100.0,15/15,11.94,-3.97,2.98,5.81
5,記憶體製造,5.72,100.0,4/4,-43.44,-24.48,-10.72,-12.46
6,軍工_航太製造與維修,1.67,100.0,6/6,0.13,-0.29,-0.0,-0.0
7,無塵室與機電工程,3.62,100.0,5/5,-8.91,-20.6,-0.43,1.11
8,機器人,2.6,100.0,14/14,9.47,-78.8,6.59,10.64
9,廠務系統與水處理,2.37,100.0,7/7,2.54,0.87,0.02,0.02
10,銀,2.21,100.0,4/4,-2.01,-28.91,-1.47,0.14
11,銅,5.78,100.0,10/10,27.29,10.21,14.73,18.12
12,記憶體控制IC,4.41,100.0,5/5,-1.43,-1.43,0.05,0.05
13,鋼鐵,1.66,100.0,15/15,0.84,-24.16,-0.48,-3.07
14,光學元件或組裝,3.99,100.0,15/15,7.44,-20.54,0.84,5.41
15,低軌衛星,4.09,100.0,7/7,-34.72,-91.31,18.0,46.37
16,TPU_散熱,6.53,100.0,4/4,-17.06,-36.19,13.57,21.71
17,TPU_光通訊與連接器,9.15,100.0,4/4,4.91,-28.0,12.82,43.07
18,TPU_伺服器主板與印刷電路板,7.08,100.0,5/5,-12.69,-67.74,15.33,12.62
19,PCB,6.24,100.0,15/15,-12.76,-110.49,29.99,28.45
20,CPO_光通訊,7.76,100.0,6/6,16.33,-18.13,2.96,8.72
21,CPO_先進封裝測試,4.43,100.0,5/5,-0.37,13.96,-3.03,-13.01
22,網通設備組件,5.14,95.0,19/20,-61.52,-150.9,13.8,29.59
23,被動元件,2.22,94.74,18/19,9.21,-103.54,5.88,12.44
24,玻璃,4.87,93.33,14/15,17.02,-19.8,4.51,-3.09
25,IC設計,4.57,92.31,12/13,-51.64,-65.79,-1.13,-24.41
26,電池或電源,2.62,90.0,18/20,11.98,-72.28,7.63,8.77
27,軍工_無人機相關,2.24,88.89,8/9,-50.59,-66.74,-0.96,-11.52
28,軟體設計,2.18,86.67,13/15,0.67,0.58,-0.0,-0.0
29,工業自動化與機器人,1.63,85.71,6/7,1.55,2.36,-0.48,-1.1
30,BBU_電池模組,2.1,85.71,6/7,-10.33,-7.08,0.91,5.21
31,紡織,0.95,85.0,17/20,4.16,8.74,0.06,-0.15
32,化學,1.3,85.0,17/20,26.96,18.74,3.85,7.73
33,電器電纜,1.73,80.0,8/10,11.04,19.96,-0.94,-9.77
34,金融,0.09,63.16,12/19,24.78,25.94,3.98,9.46
35,塑膠,-0.14,61.11,11/18,24.78,25.94,3.98,9.46
36,BBU_電源供應器與整合,2.2,60.0,3/5,9.55,-82.65,6.65,11.65
37,造紙,-3.87,14.29,1/7,0.47,-0.92,0.0,0.0
