股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1301,台塑,46.65,4,4162888,832,49.3,45.5,8.35%
2347,聯強,77.5,4,2793210,558,81.1,74.8,8.42%
2618,長榮航,35.0,4,2881000,576,35.95,33.85,6.20%
2881,富邦金,87.8,5,8520831,1704,89.2,85.8,3.96%
2882,國泰金,71.9,5,13000135,2600,72.0,69.1,4.20%
2883,凱基金,19.8,4,3190094,638,20.35,19.2,5.99%
2885,元大金,47.1,4,6845402,1369,47.2,44.0,7.27%
2887,台新金,24.05,5,51932344,10386,24.65,23.1,6.71%
2891,中信金,53.7,5,21428635,4285,53.9,51.3,5.07%
3211,順達,352.5,5,4089180,817,382.0,335.5,13.86%
3702,大聯大,89.9,4,14007239,2801,98.4,86.5,13.76%
6505,台塑化,55.7,4,3695536,739,58.4,54.6,6.96%
8046,南電,574.0,5,5128745,1025,593.0,522.0,13.60%
