股票代碼,公司名稱,符合策略數,符合策略
3231,緯創,3,"外資買超, 大戶持有, 盤整突破"
6182,合晶,2,"外資買超, 隔日衝"
2834,臺企銀,2,"外資買超, 隔日衝"
2890,永豐金,2,"外資買超, 投信連續"
2610,華航,2,"外資買超, 投信連續"
2884,玉山金,2,"外資買超, 投信連續"
2887,台新金,2,"外資買超, 投信連續"
2883,凱基金,2,"外資買超, 投信連續"
2881,富邦金,2,"外資買超, 投信連續"
5871,中租-KY,2,"外資買超, 投信連續"
6414,樺漢,2,"外資買超, 盤整突破"
4566,時碩工業,2,"強勢股, 盤整突破"
6166,凌華,2,"強勢股, 盤整突破"
4979,華星光,2,"大戶持有, 盤整突破"
3441,聯一光,2,"大戶持有, 盤整突破"
3163,波若威,2,"大戶持有, 盤整突破"
3081,聯亞,2,"大戶持有, 盤整突破"
6141,柏承,2,"大戶持有, 盤整突破"
5227,立凱-KY,2,"大戶持有, 盤整突破"
3088,艾訊,2,"大戶持有, 盤整突破"
