排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2002,中鋼,鋼鐵工業,上市,15462,58171
2,2884,玉山金,金融保險業,上市,4851,48176
3,1101,台泥,水泥工業,上市,14878,42321
4,5880,合庫金,金融保險業,上市,12761,41463
5,6505,台塑化,油電燃氣業,上市,-2093,40073
6,2834,臺企銀,金融保險業,上市,17716,37538
7,2892,第一金,金融保險業,上市,9322,36090
8,2883,凱基金,金融保險業,上市,5644,33753
9,3481,群創,光電業,上市,33786,32857
10,2618,長榮航,航運業,上市,6872,31149
11,5876,上海商銀,金融保險業,上市,9393,29532
12,3576,聯合再生,光電業,上市,-1453,26377
13,2867,三商壽,金融保險業,上市,111,25076
14,2886,兆豐金,金融保險業,上市,5785,25071
15,2880,華南金,金融保險業,上市,6167,24243
16,1301,台塑,塑膠工業,上市,-6427,23594
17,2027,大成鋼,鋼鐵工業,上市,1919,22674
18,2801,彰銀,金融保險業,上市,10188,22019
19,1402,遠東新,紡織纖維,上市,1532,20322
20,5483,中美晶,半導體業,上櫃,-27,19287
21,2324,仁寶,電腦及週邊設備業,上市,-3709,18752
22,2603,長榮,航運業,上市,-5,17424
23,2887,台新金,金融保險業,上市,8919,17137
24,2845,遠東銀,金融保險業,上市,1280,16283
25,2105,正新,橡膠工業,上市,-2210,15195
26,1718,中纖,化學工業,上市,7150,14661
27,2812,台中銀,金融保險業,上市,7730,13048
28,1216,統一,食品工業,上市,-217,11347
29,2412,中華電,通信網路業,上市,6228,11032
30,5871,中租-KY,其他業,上市,635,10243
31,2890,永豐金,金融保險業,上市,5237,10058
32,6147,頎邦,半導體業,上櫃,8712,9051
33,8028,昇陽半導體,半導體業,上市,843,9007
34,4904,遠傳,通信網路業,上市,1442,8721
35,9945,潤泰新,其他業,上市,848,8624
36,2881,富邦金,金融保險業,上市,3089,8526
37,2646,星宇航空,航運業,上市,1579,6401
38,6116,彩晶,光電業,上市,2393,6236
39,8150,南茂,半導體業,上市,3540,5981
40,8039,台虹,電子零組件業,上市,-2286,5441
41,2610,華航,航運業,上市,12946,5399
42,5388,中磊,通信網路業,上市,1674,4926
43,2882,國泰金,金融保險業,上市,4324,4907
44,2014,中鴻,鋼鐵工業,上市,-474,4773
45,2915,潤泰全,貿易百貨業,上市,108,4520
46,2605,新興,航運業,上市,-350,4454
47,4938,和碩,電腦及週邊設備業,上市,42,4141
48,2633,台灣高鐵,航運業,上市,505,3991
49,2615,萬海,航運業,上市,-1859,3975
50,4939,亞電,電子零組件業,上櫃,973,3407
