股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,77.4,5,14169739,2833,79.3,75.5,5.03%
2317,鴻海,238.0,5,3228498,645,259.5,238.0,9.03%
2382,廣達,313.5,5,4959435,991,337.5,308.0,9.58%
2542,興富發,42.95,5,13247600,2649,44.95,42.9,4.78%
2610,華航,21.75,5,9383433,1876,22.35,20.2,10.64%
2801,彰銀,24.55,5,20056476,4011,24.85,24.0,3.54%
2880,華南金,41.4,5,32975260,6595,41.95,39.65,5.80%
2881,富邦金,125.5,4,3156191,631,130.0,124.0,4.84%
2883,凱基金,29.6,4,4179212,835,31.3,29.3,6.83%
2885,元大金,63.5,4,10698160,2139,64.8,61.3,5.71%
2886,兆豐金,49.45,5,16857684,3371,49.95,47.1,6.05%
2887,台新金,33.95,4,23773508,4754,35.0,33.85,3.40%
2890,永豐金,38.65,5,17215335,3443,40.6,37.6,7.98%
2891,中信金,62.4,4,3245281,649,64.8,61.9,4.68%
2892,第一金,34.8,5,19411423,3882,35.1,33.4,5.09%
2912,統一超,237.5,5,4312114,862,243.0,232.0,4.74%
3702,大聯大,110.0,5,10433895,2086,122.0,109.0,11.93%
3706,神達,88.2,5,4000000,800,92.7,87.8,5.58%
5871,中租-KY,120.0,5,8053634,1610,124.5,118.0,5.51%
