排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_伺服器主板與印刷電路板,-1.12,60.0,3/5,-26.95,-13.33,26.65,40.18
2,塑膠,0.54,38.89,7/18,-4.62,26.68,-5.93,-5.24
3,金融,0.5,36.84,7/19,-4.62,26.68,-5.93,-5.24
4,PCB,-3.1,33.33,5/15,-62.88,-145.1,26.9,58.0
5,BBU_電池模組,-0.32,28.57,2/7,3.3,31.51,-12.82,-18.38
6,廠務系統與水處理,-1.33,28.57,2/7,1.1,1.85,0.0,0.01
7,半導體設備,-3.78,28.57,2/7,11.79,-7.33,-13.95,-1.06
8,TPU_光通訊與連接器,-4.64,25.0,1/4,-19.11,-0.11,-8.07,-6.57
9,BBU_電源供應器與整合,-1.34,20.0,1/5,-97.75,-86.87,4.73,18.84
10,玻璃,-3.12,20.0,3/15,28.7,60.64,-2.54,-6.18
11,無塵室與機電工程,-1.38,20.0,1/5,29.58,53.05,-5.4,-18.68
12,CPO_光通訊,-5.46,16.67,1/6,-9.21,-23.65,-10.44,-16.81
13,軍工_航太製造與維修,-2.84,16.67,1/6,0.44,0.04,-0.05,-0.18
14,IC設計,-3.11,15.38,2/13,81.01,220.0,11.65,127.17
15,化學,-1.81,15.0,3/20,4.0,48.44,-9.65,-14.69
16,低軌衛星,-6.52,14.29,1/7,-25.69,-43.69,-2.51,-0.25
17,工業自動化與機器人,-3.62,14.29,1/7,16.8,20.29,0.98,4.23
18,軍工_無人機相關,-2.8,11.11,1/9,16.69,95.29,13.03,92.96
19,銅,-4.21,10.0,1/10,-34.18,-46.84,12.52,36.36
20,紡織,-1.6,10.0,2/20,-0.81,-11.05,0.24,1.03
21,機器人,-4.57,7.14,1/14,-75.26,-108.59,8.25,30.1
22,光學元件或組裝,-5.89,6.67,1/15,1.16,7.24,-16.65,-36.18
23,被動元件,-5.88,5.26,1/19,-95.37,-118.28,4.88,14.91
24,電池或電源,-2.97,5.0,1/20,-97.47,-44.46,-8.76,1.59
25,網通設備組件,-5.58,5.0,1/20,0.78,112.68,11.41,88.04
26,CPO_先進封裝測試,-4.82,0.0,0/5,26.46,14.21,0.5,8.85
27,TPU_散熱,-3.32,0.0,0/4,-21.52,-11.69,17.71,28.68
28,記憶體控制IC,-6.26,0.0,0/5,-7.09,-7.18,-0.1,-0.3
29,航運,-1.51,0.0,0/15,-25.43,-21.0,1.77,7.95
30,記憶體模組,-5.89,0.0,0/7,-33.65,-1.54,-2.61,-1.36
31,記憶體製造,-5.4,0.0,0/4,-50.03,-35.43,-24.07,-44.45
32,記憶體封裝與測試,-6.95,0.0,0/4,-15.57,-2.67,-2.04,-9.05
33,軟體設計,-2.73,0.0,0/15,0.77,0.45,0.0,0.12
34,銀,-6.47,0.0,0/4,-5.47,18.44,-4.3,-20.05
35,造紙,-2.47,0.0,0/7,-1.02,-0.72,0.02,0.08
36,鋼鐵,-2.31,0.0,0/15,-10.55,-23.04,-2.39,-5.22
37,電器電纜,-3.27,0.0,0/10,-8.96,-7.44,0.49,5.33
