股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,75.6,4,6016672,1203,79.0,73.7,7.19%
1402,遠東新,27.15,5,5794698,1158,27.75,26.7,3.93%
2317,鴻海,229.5,5,3409761,681,256.0,226.5,13.02%
2610,華航,21.7,5,6015409,1203,22.4,20.2,10.89%
2845,遠東銀,13.45,4,2558000,511,13.45,13.1,2.67%
2880,華南金,42.65,5,17430371,3486,42.65,39.95,6.76%
2881,富邦金,124.0,5,7056277,1411,130.0,120.5,7.88%
2882,國泰金,95.2,5,11199451,2239,98.5,92.5,6.49%
2883,凱基金,28.95,4,8322826,1664,30.95,28.35,9.17%
2884,玉山金,37.7,5,3163762,632,37.8,35.05,7.85%
2885,元大金,63.1,5,14848775,2969,64.8,60.7,6.75%
2886,兆豐金,51.5,5,13597152,2719,51.7,47.1,9.77%
2890,永豐金,38.85,5,7519755,1503,39.8,37.7,5.57%
2891,中信金,63.1,4,13799204,2759,64.0,60.8,5.26%
2892,第一金,35.5,5,4403311,880,35.65,33.4,6.74%
5876,上海商銀,44.8,4,3498000,699,47.1,43.6,8.03%
5880,合庫金,27.0,5,2584450,516,27.0,25.25,6.93%
