股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1526,日馳,2026-07-30,18.9,18.55,-1.85%,6782,1583,4.28
3441,聯一光,2026-07-30,84.0,76.4,-9.05%,37349,9446,3.95
8271,宇瞻,2026-07-30,217.5,204.0,-6.21%,18618,5470,3.4
6226,光鼎,2026-07-30,23.7,20.3,-14.35%,40652,9872,4.12
5880,合庫金,2026-07-30,26.1,27.0,3.45%,70684,22368,3.16
3504,揚明光,2026-07-30,70.7,62.3,-11.88%,10775,2085,5.17
4976,佳凌,2026-07-30,38.0,33.95,-10.66%,20536,3802,5.4
3362,先進光,2026-07-30,173.5,156.5,-9.8%,24752,7061,3.51
8271,宇瞻,2026-07-29,210.0,204.0,-2.86%,18407,4684,3.93
3441,聯一光,2026-07-29,77.5,76.4,-1.42%,58723,7623,7.7
3504,揚明光,2026-07-29,63.0,62.3,-1.11%,6588,1598,4.12
8111,立碁,2026-07-29,61.4,56.4,-8.14%,27496,6927,3.97
4976,佳凌,2026-07-29,34.6,33.95,-1.88%,13072,2878,4.54
3362,先進光,2026-07-29,159.5,156.5,-1.88%,23151,6059,3.82
3260,威剛,2026-07-29,367.0,378.5,3.13%,31063,9121,3.41
2540,愛山林,2026-07-29,56.2,58.9,4.8%,7932,966,8.21
6588,東典光電,2026-07-29,91.5,81.0,-11.48%,15061,1938,7.77
6243,迅杰,2026-07-28,48.0,46.1,-3.96%,12292,3919,3.14
2009,第一銅,2026-07-28,37.95,34.3,-9.62%,5050,1272,3.97
8111,立碁,2026-07-28,61.7,56.4,-8.59%,48358,5588,8.65
6588,東典光電,2026-07-28,89.6,81.0,-9.6%,10273,1206,8.51
3362,先進光,2026-07-28,160.0,156.5,-2.19%,24796,5166,4.8
6226,光鼎,2026-07-28,17.9,20.3,13.41%,23361,7636,3.06
4976,佳凌,2026-07-28,32.95,33.95,3.03%,12203,2308,5.29
1526,日馳,2026-07-28,18.0,18.55,3.06%,5754,1083,5.31
3504,揚明光,2026-07-28,62.0,62.3,0.48%,5494,1320,4.16
3441,聯一光,2026-07-28,67.5,76.4,13.19%,26713,4734,5.64
4979,華星光,2026-07-28,423.0,346.5,-18.09%,33197,10366,3.2
