排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2610,華航,航運業,上市,4,10577,68610
2,2002,中鋼,鋼鐵工業,上市,5,7439,62242
3,2884,玉山金,金融保險業,上市,5,8410,59531
4,1101,台泥,水泥工業,上市,5,110,55475
5,5880,合庫金,金融保險業,上市,5,18692,52702
6,2892,第一金,金融保險業,上市,5,2386,41139
7,2618,長榮航,航運業,上市,5,1316,37712
8,2886,兆豐金,金融保險業,上市,5,3259,34535
9,2867,三商壽,金融保險業,上市,5,6390,28886
10,2880,華南金,金融保險業,上市,5,4635,27732
11,2412,中華電,通信網路業,上市,5,1657,25988
12,2812,台中銀,金融保險業,上市,4,3793,23634
13,1402,遠東新,紡織纖維,上市,5,2710,18604
14,1216,統一,食品工業,上市,4,3004,12843
15,2603,長榮,航運業,上市,4,3154,12690
16,5871,中租-KY,其他業,上市,5,793,12403
17,2609,陽明,航運業,上市,4,3627,11750
18,2845,遠東銀,金融保險業,上市,5,1347,11697
19,2646,星宇航空,航運業,上市,5,2237,11685
20,4904,遠傳,通信網路業,上市,5,1641,11305
21,1718,中纖,化學工業,上市,5,934,11064
22,1303,南亞,塑膠工業,上市,3,11882,9908
23,1714,和桐,化學工業,上市,5,2658,9872
24,6116,彩晶,光電業,上市,4,1069,9593
25,2489,瑞軒,光電業,上市,4,3669,7575
26,9945,潤泰新,其他業,上市,5,1983,7129
27,2633,台灣高鐵,航運業,上市,5,2384,6600
28,3045,台灣大,通信網路業,上市,5,328,5832
29,2615,萬海,航運業,上市,3,4652,5767
30,1785,光洋科,其他電子業,上櫃,4,1843,5640
31,2485,兆赫,通信網路業,上市,4,2938,5204
32,1815,富喬,電子零組件業,上櫃,4,2211,5093
33,6213,聯茂,電子零組件業,上市,5,1137,4925
34,2897,王道銀行,金融保險業,上市,4,1708,4743
35,6443,元晶,光電業,上市,3,1869,4297
36,2367,燿華,電子零組件業,上市,4,4094,4111
37,6147,頎邦,半導體業,上櫃,3,3133,4017
38,2542,興富發,建材營造業,上市,4,1704,3985
39,5425,台半,半導體業,上櫃,4,1425,3938
40,6919,康霈*,生技醫療業,上市,4,904,3891
41,6175,立敦,電子零組件業,上櫃,4,770,3814
42,2014,中鴻,鋼鐵工業,上市,3,312,3703
43,2915,潤泰全,貿易百貨業,上市,5,1081,3594
44,2375,凱美,電子零組件業,上市,5,939,3483
45,8111,立碁,光電業,上櫃,4,614,3356
46,3441,聯一光,光電業,上櫃,4,1292,3349
47,2903,遠百,貿易百貨業,上市,5,1056,3313
48,3715,定穎投控,電子零組件業,上市,3,1980,3026
49,3034,聯詠,半導體業,上市,5,1064,3019
50,9914,美利達,運動休閒,上市,4,653,2987
51,3714,富采,光電業,上市,3,1337,2918
52,2472,立隆電,電子零組件業,上市,4,917,2809
53,2201,裕隆,汽車工業,上市,4,107,2697
54,6141,柏承,電子零組件業,上市,4,200,2690
55,8271,宇瞻,半導體業,上市,4,2363,2606
56,6548,長科*,半導體業,上櫃,5,924,2580
57,1210,大成,食品工業,上市,5,267,2551
58,2399,映泰,電腦及週邊設備業,上市,5,938,2510
59,1709,和益,化學工業,上市,4,507,2505
60,2206,三陽工業,汽車工業,上市,5,910,2463
61,1227,佳格,食品工業,上市,4,1300,2451
62,2357,華碩,電腦及週邊設備業,上市,4,971,2390
63,2912,統一超,貿易百貨業,上市,4,1321,2378
64,2520,冠德,建材營造業,上市,5,403,2346
65,1229,聯華,食品工業,上市,4,816,2312
66,5475,德宏,電子零組件業,上櫃,5,300,2292
67,1808,潤隆,建材營造業,上市,4,241,2276
68,9938,百和,其他業,上市,5,921,2248
69,2540,愛山林,建材營造業,上市,5,1014,2204
70,1907,永豐餘,造紙工業,上市,5,1033,2134
71,3673,TPK-KY,光電業,上市,3,1662,2118
72,8064,東捷,光電業,上櫃,5,919,2079
73,2106,建大,橡膠工業,上市,5,490,2047
74,1409,新纖,紡織纖維,上市,3,1015,2018
75,2605,新興,航運業,上市,4,747,1986
76,3042,晶技,電子零組件業,上市,3,1998,1982
77,6177,達麗,建材營造業,上市,4,422,1980
78,2539,櫻花建,建材營造業,上市,5,913,1964
79,4960,誠美材,光電業,上市,5,1010,1955
80,6214,精誠,資訊服務業,上市,5,444,1939
81,2006,東和鋼鐵,鋼鐵工業,上市,4,167,1873
82,9941,裕融,其他業,上市,5,261,1771
83,5498,凱崴,電子零組件業,上櫃,4,1080,1724
84,6207,雷科,電子零組件業,上櫃,3,1479,1641
85,9910,豐泰,運動休閒,上市,4,1123,1625
86,1809,中釉,玻璃陶瓷,上市,5,801,1608
87,5314,世紀,半導體業,上櫃,4,1553,1593
88,2368,金像電,電子零組件業,上市,4,752,1585
89,5340,建榮,電子零組件業,上櫃,4,868,1517
90,6278,台表科,光電業,上市,3,1549,1470
91,2101,南港,橡膠工業,上市,5,116,1433
92,9939,宏全,其他業,上市,5,407,1412
93,6277,宏正,電腦及週邊設備業,上市,5,174,1367
94,3293,鈊象,文化創意業,上櫃,3,936,1307
95,1515,力山,電機機械,上市,3,415,1272
96,3048,益登,電子通路業,上市,3,804,1197
97,2547,日勝生,建材營造業,上市,4,1003,1152
98,4991,環宇-KY,半導體業,上櫃,4,47,1106
99,9921,巨大,運動休閒,上市,3,622,1083
100,4908,前鼎,通信網路業,上櫃,5,424,1052
101,8415,大國鋼,鋼鐵工業,上櫃,5,290,1050
102,4956,光鋐,光電業,上市,5,329,1047
103,6127,九豪,電子零組件業,上櫃,3,792,1042
104,9940,信義,其他業,上市,5,372,1023
105,9917,中保科,其他業,上市,5,291,1016
106,3535,晶彩科,光電業,上市,3,632,979
107,2501,國建,建材營造業,上市,4,45,973
108,6834,天二科技,電子零組件業,上市,3,167,965
109,2207,和泰車,汽車工業,上市,5,321,947
110,2316,楠梓電,電子零組件業,上市,5,623,923
111,3645,達邁,電子零組件業,上市,3,460,915
112,2464,盟立,其他電子業,上市,4,608,871
113,3029,零壹,資訊服務業,上市,5,91,860
114,5269,祥碩,半導體業,上市,4,183,845
115,5289,宜鼎,電腦及週邊設備業,上櫃,3,545,819
116,2347,聯強,電子通路業,上市,4,181,808
117,6449,鈺邦,電子零組件業,上市,5,29,764
118,1477,聚陽,紡織纖維,上市,5,177,749
119,6197,佳必琪,電子零組件業,上市,3,371,740
120,2534,宏盛,建材營造業,上市,5,203,704
121,6525,捷敏-KY,半導體業,上市,4,359,701
122,3317,尼克森,半導體業,上櫃,3,541,688
123,3615,安可,光電業,上櫃,3,459,685
124,8074,鉅橡,電子零組件業,上櫃,5,438,683
125,1702,南僑,食品工業,上市,5,333,679
126,2608,嘉里大榮,航運業,上市,5,375,675
127,9802,鈺齊-KY,運動休閒,上市,5,62,651
128,3013,晟銘電,電腦及週邊設備業,上市,3,723,647
129,2601,益航,貿易百貨業,上市,3,291,644
130,4123,晟德,生技醫療業,上櫃,4,464,640
131,6435,大中,半導體業,上櫃,5,86,625
132,2023,燁輝,鋼鐵工業,上市,3,511,623
133,2476,鉅祥,電子零組件業,上市,3,403,623
134,4927,泰鼎-KY,電子零組件業,上市,4,387,614
135,1476,儒鴻,紡織纖維,上市,5,82,611
136,1528,恩德,電機機械,上市,4,427,601
137,6261,久元,半導體業,上櫃,5,283,596
138,2428,興勤,電子零組件業,上市,4,267,595
139,2637,慧洋-KY,航運業,上市,4,189,576
140,4716,大立,化學工業,上櫃,4,274,571
141,6538,倉和,電子零組件業,上櫃,4,399,563
142,3491,昇達科,通信網路業,上櫃,4,445,560
143,8289,泰藝,電子零組件業,上櫃,3,322,550
144,6405,悅城,光電業,上市,4,207,533
145,9925,新保,其他業,上市,4,229,520
146,6174,安碁,電子零組件業,上櫃,4,205,515
147,6603,富強鑫,電機機械,上櫃,3,209,515
148,6284,佳邦,電子零組件業,上櫃,4,341,512
149,6706,惠特,光電業,上市,4,86,506
150,5522,遠雄,建材營造業,上市,5,70,504
151,6155,鈞寶,電子零組件業,上市,4,114,501
152,8043,蜜望實,電子零組件業,上櫃,3,901,496
153,1217,愛之味,食品工業,上市,4,117,485
154,6291,沛亨,半導體業,上櫃,4,204,478
155,6693,廣閎科,半導體業,上櫃,5,149,475
156,8040,九暘,半導體業,上櫃,5,164,468
157,2015,豐興,鋼鐵工業,上市,5,152,463
158,3024,憶聲,光電業,上市,3,150,462
159,1598,岱宇,運動休閒,上市,4,227,452
160,2727,王品,觀光餐旅,上市,4,272,451
161,2495,普安,電腦及週邊設備業,上市,3,726,450
162,6156,松上,電子零組件業,上櫃,4,36,443
163,4536,拓凱,運動休閒,上市,4,175,429
164,1904,正隆,造紙工業,上市,5,105,426
165,3236,千如,電子零組件業,上櫃,3,417,425
166,4973,廣穎,半導體業,上櫃,3,601,424
167,3339,泰谷,光電業,上櫃,5,78,419
168,4551,智伸科,汽車工業,上市,5,71,417
169,6589,台康生技,生技醫療業,上櫃,4,256,406
170,1604,聲寶,電器電纜,上市,4,195,400
171,3691,碩禾,光電業,上櫃,5,103,385
172,5285,界霖,半導體業,上市,4,154,378
173,1103,嘉泥,水泥工業,上市,5,1,377
174,8091,翔名,半導體業,上櫃,3,224,373
175,1467,南緯,紡織纖維,上市,5,112,368
176,6605,帝寶,汽車工業,上市,5,79,365
177,1597,直得,電機機械,上市,4,271,363
178,4909,新復興,通信網路業,上櫃,3,302,361
179,1219,福壽,食品工業,上市,4,79,360
180,6163,華電網,通信網路業,上櫃,4,547,360
181,2849,安泰銀,金融保險業,上市,5,261,325
182,6234,高僑,光電業,上櫃,3,257,319
183,1595,川寶,電子零組件業,上櫃,4,162,316
184,3665,貿聯-KY,其他電子業,上市,3,53,312
185,1517,利奇,電機機械,上市,3,94,310
186,3455,由田,光電業,上櫃,3,236,308
187,1909,榮成,造紙工業,上市,3,88,305
188,8240,華宏,光電業,上櫃,4,186,304
189,3049,精金,光電業,上市,3,243,299
190,6196,帆宣,其他電子業,上市,3,219,295
191,3289,宜特,其他電子業,上櫃,4,218,294
192,6789,采鈺,半導體業,上市,4,725,293
193,2607,榮運,航運業,上市,4,202,293
194,5511,德昌,建材營造業,上櫃,4,136,289
195,8210,勤誠,電腦及週邊設備業,上市,5,155,279
196,6890,來億-KY,運動休閒,上市,4,71,277
197,6670,復盛應用,運動休閒,上市,5,36,277
198,5512,力麒,建材營造業,上櫃,4,54,274
199,1569,濱川,電腦及週邊設備業,上櫃,4,132,271
200,3581,博磊,半導體業,上櫃,5,116,268
201,5299,杰力,半導體業,上櫃,3,305,268
202,8436,大江,生技醫療業,上櫃,4,4,264
203,1733,五鼎,生技醫療業,上市,5,97,264
204,8462,柏文,運動休閒,上市,4,180,261
205,4736,泰博,生技醫療業,上市,5,34,261
206,1419,新紡,紡織纖維,上市,5,141,259
207,4760,勤凱,其他電子業,上櫃,4,142,248
208,8071,能率網通,電子零組件業,上櫃,4,6,246
209,3653,健策,電子零組件業,上市,5,4,244
210,2923,鼎固-KY,建材營造業,上市,3,99,239
211,3276,宇環,電子零組件業,上櫃,5,109,239
212,1466,聚隆,紡織纖維,上市,4,115,228
213,5278,尚凡*,數位雲端,上櫃,4,80,225
214,5531,鄉林,建材營造業,上市,3,300,223
215,9908,大台北,油電燃氣業,上市,4,171,221
216,1736,喬山,運動休閒,上市,3,200,219
217,8341,日友,綠能環保,上市,5,9,218
218,2597,潤弘,建材營造業,上市,5,89,214
219,8464,億豐,居家生活,上市,5,19,214
220,4104,佳醫,生技醫療業,上市,4,124,214
221,3093,港建*,其他電子業,上櫃,3,244,210
222,5471,松翰,半導體業,上市,4,23,209
223,6790,永豐實,造紙工業,上市,4,76,208
224,6863,永道-KY,通信網路業,上市,4,63,204
225,4807,日成-KY,貿易百貨業,上市,4,48,201
226,2546,根基,建材營造業,上市,5,109,199
227,6642,富致,電子零組件業,上櫃,5,73,199
228,1720,生達,生技醫療業,上市,4,112,198
229,1234,黑松,食品工業,上市,4,156,198
230,4442,竣邦-KY,紡織纖維,上櫃,3,71,195
231,3580,友威科,其他電子業,上櫃,4,97,195
232,2102,泰豐,橡膠工業,上市,3,70,189
233,6117,迎廣,電腦及週邊設備業,上市,4,75,184
234,2524,京城,建材營造業,上市,5,69,183
235,8249,菱光,電子零組件業,上市,4,157,183
236,3537,堡達,電子零組件業,上櫃,4,82,180
237,3675,德微,半導體業,上櫃,5,70,180
238,6742,澤米,光電業,上市,4,70,180
239,6208,日揚,電子零組件業,上櫃,3,189,179
240,8044,網家,數位雲端,上櫃,4,51,179
241,2707,晶華,觀光餐旅,上市,4,83,177
242,3693,營邦,電腦及週邊設備業,上櫃,3,207,177
243,2505,國揚,建材營造業,上市,4,84,176
244,5609,中菲行,航運業,上櫃,4,90,175
245,8374,羅昇,電機機械,上市,4,92,167
246,1527,鑽全,電機機械,上市,4,76,165
247,3705,永信,生技醫療業,上市,4,25,163
248,3434,哲固,光電業,上櫃,4,130,160
249,1524,耿鼎,汽車工業,上市,3,221,155
250,2029,盛餘,鋼鐵工業,上市,5,80,152
251,2636,台驊控股,航運業,上市,4,122,148
252,1734,杏輝,生技醫療業,上市,3,152,144
253,2070,精湛,電機機械,上櫃,5,68,143
254,3114,好德,電子零組件業,上櫃,4,29,142
255,6768,志強-KY,運動休閒,上市,4,25,140
256,2731,雄獅,觀光餐旅,上市,3,122,140
257,6533,晶心科,半導體業,上市,3,111,134
258,5324,士開,建材營造業,上櫃,3,88,132
259,6821,聯寶,電子零組件業,上櫃,3,54,130
260,6869,雲豹能源,綠能環保,上市,3,132,129
261,5244,弘凱,光電業,上市,4,81,122
262,6805,富世達,電子零組件業,上市,5,30,120
263,3498,陽程,其他電子業,上櫃,4,136,117
264,6199,天品,其他業,上櫃,5,43,115
265,6425,易發,電機機械,上櫃,3,120,111
266,2477,美隆電,其他電子業,上市,5,29,111
267,6861,睿生光電,生技醫療業,上市,4,150,108
268,5533,皇鼎,建材營造業,上市,4,14,106
269,8024,佑華,半導體業,上櫃,4,5,99
270,6573,虹揚-KY,半導體業,上市,4,25,98
271,2762,世界健身-KY,運動休閒,上市,5,26,98
272,6101,寬魚國際,文化創意業,上櫃,4,57,94
273,8476,台境*,綠能環保,上市,4,73,92
274,2480,敦陽科,資訊服務業,上市,4,14,92
275,1587,吉茂,汽車工業,上市,4,49,91
276,2362,藍天,電腦及週邊設備業,上市,4,188,89
277,1737,臺鹽,食品工業,上市,4,25,87
278,1726,永記,化學工業,上市,4,24,86
279,6735,美達科技,其他電子業,上櫃,4,36,86
280,8927,北基,油電燃氣業,上櫃,4,49,85
281,3018,隆銘綠能,其他電子業,上市,3,46,84
282,3004,豐達科,鋼鐵工業,上市,4,50,84
283,6136,富爾特,通信網路業,上市,5,39,84
284,4506,崇友,電機機械,上櫃,4,45,84
285,4726,永昕,生技醫療業,上櫃,4,34,82
286,1786,科妍,生技醫療業,上市,3,57,80
287,2247,汎德永業,汽車工業,上市,5,59,79
288,1451,年興,紡織纖維,上市,4,37,78
289,4523,永彰,電機機械,上櫃,3,29,78
290,5426,振發,電腦及週邊設備業,上櫃,3,49,74
291,5288,豐祥-KY,電機機械,上市,5,23,74
292,5283,禾聯碩,電器電纜,上市,4,18,72
293,2227,裕日車,汽車工業,上市,5,38,69
294,2739,寒舍,觀光餐旅,上市,4,57,68
295,6958,日盛台駿,其他業,上市,4,51,68
296,1586,和勤,電機機械,上櫃,4,90,66
297,1203,味王,食品工業,上市,4,35,64
298,4720,德淵,化學工業,上市,4,84,63
299,1417,嘉裕,紡織纖維,上市,4,19,62
300,6761,穩得,電子零組件業,上櫃,3,80,62
301,6658,聯策,其他電子業,上市,3,147,62
302,1437,勤益控,其他業,上市,3,47,61
303,3284,太普高,其他業,上櫃,4,48,60
304,8938,明安,運動休閒,上櫃,4,9,60
305,6183,關貿,資訊服務業,上市,3,20,54
306,6510,精測,半導體業,上櫃,4,31,54
307,3268,海德威,半導體業,上櫃,5,24,51
308,3430,奇鈦科,化學工業,上櫃,4,178,50
309,3266,昇陽,建材營造業,上市,4,21,50
310,2908,特力,貿易百貨業,上市,4,15,50
311,1599,宏佳騰,電機機械,上櫃,4,20,47
312,6223,旺矽,半導體業,上櫃,3,119,45
313,1539,巨庭,電機機械,上市,4,23,45
314,4163,鐿鈦,生技醫療業,上櫃,4,22,45
315,6241,易通展,通信網路業,上櫃,3,49,43
316,6617,共信-KY,生技醫療業,上櫃,3,49,43
317,3073,天方能源,綠能環保,上櫃,3,26,43
318,5536,聖暉*,其他電子業,上櫃,3,40,42
319,4414,如興,紡織纖維,上市,3,32,41
320,6469,大樹,生技醫療業,上櫃,4,22,34
321,4120,友華,生技醫療業,上櫃,3,18,34
322,8033,雷虎,其他業,上市,3,254,33
323,3162,精確,電機機械,上櫃,3,173,33
324,9905,大華,其他業,上市,5,12,32
325,5489,彩富,其他電子業,上櫃,3,23,32
326,1535,中宇,電機機械,上市,3,17,30
327,8291,尚茂,電子零組件業,上櫃,3,2,26
328,8426,紅木-KY,其他業,上櫃,5,2,25
329,6276,安鈦克,電腦及週邊設備業,上櫃,3,10,24
330,4569,六方科-KY,汽車工業,上市,4,3,24
331,4907,富宇,建材營造業,上櫃,3,8,24
332,9937,全國,油電燃氣業,上市,4,17,22
333,6669,緯穎,電腦及週邊設備業,上市,4,33,19
334,8442,威宏-KY,其他業,上市,4,6,19
335,6877,鏵友益,其他電子業,上櫃,4,10,19
336,7736,虎山,汽車工業,上市,3,11,18
337,9951,皇田,電機機械,上櫃,3,21,18
338,3311,閎暉,通信網路業,上市,4,33,17
339,7734,印能科技,半導體業,上櫃,3,28,16
340,5201,凱衛,資訊服務業,上櫃,3,4,11
341,6640,均華,半導體業,上櫃,4,8,10
342,5487,通泰,半導體業,上櫃,4,1,9
343,4137,麗豐-KY,生技醫療業,上市,3,3,9
344,6719,力智,半導體業,上市,4,72,9
345,2516,新建,建材營造業,上市,3,12,9
346,6654,天正國際,其他電子業,上櫃,3,4,8
347,1614,三洋電,電器電纜,上市,3,12,8
348,6582,申豐,橡膠工業,上市,4,1,8
349,2204,中華,汽車工業,上市,3,121,4
350,6895,宏碩系統,半導體業,上櫃,4,1,3
351,6885,全福生技,生技醫療業,上市,4,27,1
352,2243,宏旭-KY,汽車工業,上市,3,44,1
353,2342,茂矽,半導體業,上市,3,125,-2
354,2852,第一保,金融保險業,上市,3,55,-2
355,3206,志豐,電子零組件業,上櫃,3,9,-3
356,4737,華廣,生技醫療業,上市,3,36,-3
