排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軟體設計,-0.09,53.33,8/15,1.3,2.28,0.01,0.01
2,造紙,-0.02,42.86,3/7,0.53,1.83,0.01,0.01
3,鋼鐵,-0.53,40.0,6/15,2.32,12.18,1.86,3.09
4,BBU_電源供應器與整合,-1.37,40.0,2/5,-22.09,-142.81,2.79,7.89
5,TPU_伺服器主板與印刷電路板,-0.54,40.0,2/5,-55.61,-81.01,27.02,20.93
6,IC設計,-0.78,38.46,5/13,-81.91,-168.68,14.12,10.72
7,化學,-1.11,30.0,6/20,-22.31,21.5,3.27,-24.05
8,銅,-1.77,30.0,3/10,-87.59,-26.36,17.63,-28.8
9,銀,-5.98,25.0,1/4,28.81,25.38,-21.29,-39.0
10,紡織,-0.5,25.0,5/20,6.14,10.91,0.02,0.26
11,TPU_散熱,-3.18,25.0,1/4,-6.31,-11.07,7.96,12.95
12,TPU_光通訊與連接器,-2.61,25.0,1/4,-8.4,-8.97,8.71,19.79
13,網通設備組件,-4.16,20.0,4/20,-96.96,-184.32,29.75,45.68
14,PCB,-3.65,20.0,3/15,-125.58,-15.99,29.21,-27.09
15,低軌衛星,-6.32,14.29,1/7,-10.93,31.66,7.99,8.5
16,工業自動化與機器人,-3.39,14.29,1/7,-1.99,1.35,0.03,-6.57
17,廠務系統與水處理,-15.76,14.29,1/7,-1.13,-5.17,0.01,0.02
18,機器人,-3.86,14.29,2/14,-19.98,-118.88,2.85,-1.34
19,記憶體模組,-2.67,14.29,1/7,-1.98,5.84,5.77,-2.45
20,BBU_電池模組,-3.33,14.29,1/7,2.8,8.03,0.15,0.31
21,玻璃,-2.46,13.33,2/15,-36.36,-72.4,18.45,27.63
22,軍工_無人機相關,-2.11,11.11,1/9,-84.06,-156.26,13.95,4.52
23,塑膠,-1.6,11.11,2/18,-24.92,13.04,2.74,-24.77
24,金融,-1.7,10.53,2/19,-24.92,13.04,2.74,-24.77
25,電池或電源,-2.64,10.0,2/20,-19.96,-139.14,3.19,8.54
26,航運,-1.13,6.67,1/15,18.88,75.5,0.18,0.66
27,被動元件,-5.84,5.26,1/19,11.61,-76.33,-27.26,-43.53
28,記憶體封裝與測試,-5.42,0.0,0/4,-12.51,-5.49,7.45,-2.98
29,記憶體控制IC,-3.16,0.0,0/5,-1.61,-11.28,0.0,0.02
30,無塵室與機電工程,-3.69,0.0,0/5,-8.32,-4.13,0.21,-5.82
31,記憶體製造,-6.94,0.0,0/4,30.09,-89.36,-8.11,-26.96
32,軍工_航太製造與維修,-4.79,0.0,0/6,-0.66,1.92,0.02,0.03
33,半導體設備,-4.02,0.0,0/7,-0.23,8.28,-0.21,-3.25
34,光學元件或組裝,-6.63,0.0,0/15,1.8,-23.03,3.42,30.84
35,CPO_光通訊,-5.34,0.0,0/6,-0.06,-16.14,0.41,15.93
36,CPO_先進封裝測試,-5.12,0.0,0/5,12.53,19.89,-8.59,-13.93
37,電器電纜,-2.45,0.0,0/10,-1.26,-9.65,0.17,0.21
