股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1215,卜蜂,136.0,4,6388000,1277,146.0,132.5,10.19%
1216,統一,79.0,4,52181579,10436,79.8,74.6,6.97%
2337,旺宏,37.95,5,10448000,2089,39.2,35.85,9.34%
2357,華碩,554.0,4,13025153,2605,600.0,553.0,8.50%
2441,超豐,83.4,5,5621000,1124,88.5,78.5,12.74%
2458,義隆,126.5,4,4010279,802,128.5,121.0,6.20%
2606,裕民,60.9,5,11650806,2330,64.2,58.8,9.18%
2880,華南金,31.7,4,32883000,6576,31.95,30.55,4.58%
2883,凱基金,17.35,5,6224588,1244,17.7,16.85,5.04%
2884,玉山金,33.25,4,48046238,9609,34.2,32.5,5.23%
2887,台新金,21.3,4,376639197,75327,21.7,19.15,13.32%
2903,遠百,22.25,4,11678000,2335,23.3,22.25,4.72%
3036,文曄,147.0,4,11033000,2206,153.5,145.0,5.86%
4938,和碩,68.3,4,6359248,1271,70.6,67.5,4.59%
6005,群益證,24.75,4,11077720,2215,25.15,24.05,4.57%
6274,台燿,412.5,4,2997000,599,443.0,398.5,11.17%
6770,力積電,35.5,4,5953000,1190,35.9,33.1,8.46%
9907,統一實,18.05,4,8939875,1787,18.5,17.85,3.64%
