排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2887,台新金,金融保險業,上市,5,10853,185664
2,2892,第一金,金融保險業,上市,5,13314,95452
3,2884,玉山金,金融保險業,上市,5,8145,85034
4,2890,永豐金,金融保險業,上市,5,5255,60689
5,1402,遠東新,紡織纖維,上市,5,31,36863
6,2886,兆豐金,金融保險業,上市,4,317,34652
7,2867,三商壽,金融保險業,上市,5,1949,33923
8,2845,遠東銀,金融保險業,上市,5,1037,17125
9,5871,中租-KY,其他業,上市,5,2003,16553
10,2615,萬海,航運業,上市,3,1537,11793
11,2103,台橡,橡膠工業,上市,5,382,10598
12,2897,王道銀行,金融保險業,上市,5,145,10181
13,4938,和碩,電腦及週邊設備業,上市,4,99,10071
14,3045,台灣大,通信網路業,上市,5,705,9445
15,1319,東陽,汽車工業,上市,5,1224,8617
16,6182,合晶,半導體業,上櫃,5,2152,7734
17,2903,遠百,貿易百貨業,上市,5,94,7316
18,2501,國建,建材營造業,上市,4,1285,6763
19,2881,富邦金,金融保險業,上市,4,2997,6443
20,4904,遠傳,通信網路業,上市,5,415,5973
21,9941,裕融,其他業,上市,5,798,5704
22,3704,合勤控,通信網路業,上市,5,459,5521
23,6890,來億-KY,運動休閒,上市,5,680,5238
24,1710,東聯,化學工業,上市,5,321,4897
25,2515,中工,建材營造業,上市,4,828,4802
26,1722,台肥,化學工業,上市,5,522,4470
27,4534,慶騰,電機機械,上櫃,5,425,4323
28,2492,華新科,電子零組件業,上市,4,674,4260
29,2385,群光,電子零組件業,上市,5,107,4108
30,2597,潤弘,建材營造業,上市,5,400,3761
31,8454,富邦媒,數位雲端,上市,5,905,3640
32,1210,大成,食品工業,上市,4,1007,3588
33,1808,潤隆,建材營造業,上市,5,36,3437
34,6270,倍微,電子通路業,上櫃,4,664,3259
35,4306,炎洲,塑膠工業,上市,5,347,3125
36,3093,港建*,其他電子業,上櫃,5,915,2980
37,6409,旭隼,其他電子業,上市,5,717,2956
38,3147,大綜,資訊服務業,上櫃,5,17,2924
39,1307,三芳,塑膠工業,上市,5,424,2857
