stock_id,lots
1101,-1431
1102,-2638
1103,18
1104,5
1108,-82
1109,-9
1110,-16
1201,-70
1203,0
1210,1890
1213,0
1215,-717
1216,3277
1217,-87
1218,-356
1219,-2
1220,-23
1225,12
1227,138
1229,-276
1231,6
1232,-2
1233,6
1234,-32
1235,-6
1236,3
1240,0
1256,-10
1259,0
1264,-2
1268,0
1294,26
1301,-11375
1303,-9538
1304,-1086
1305,-740
1307,243
1308,-212
1309,-632
1310,-527
1312,-726
1313,-759
1314,-12637
1315,-1
1316,-46
1319,4179
1321,12
1323,-15
1324,0
1325,-33
1326,-8021
1336,3
1337,-31
1338,11
1339,3
1340,-37
1341,0
1342,373
1402,9033
1409,-3140
1410,-3
1413,0
1414,-20
1416,-207
1417,-6
1418,0
1419,-9
1423,17
1432,26
1434,404
1436,-82
1437,2
1438,-12
1439,0
1440,-1526
1441,-6
1442,-119
1443,3
1444,44
1445,-9
1446,20
1447,-225
1449,953
1451,-14
1452,5
1453,-4
1454,-2
1455,-1126
1456,1
1457,-74
1459,14
1460,-136
1463,-2
1464,-18
1465,-1
1466,-119
1467,-46
1468,0
1470,0
1471,-103
1472,0
1473,-34
1474,-1
1475,9
1476,122
1477,57
1503,-1161
1504,-4335
1506,10
1512,-7
1513,-1638
1514,-1493
1515,-467
1516,-1
1517,-14
1519,-49
1521,-36
1522,17
1524,71
1525,-1
1526,-18
1527,24
1528,-1241
1529,-32
1530,7
1531,-10
1532,60
1533,-44
1535,-16
1536,-37
1537,-2
1538,0
1539,1
1540,23
1541,0
1558,-4
1560,-34
1563,-300
1565,-8
1568,168
1569,-191
1570,-54
1580,-15
1582,-1860
1583,-4
1584,-52
1586,10
1587,-16
1590,-12
1591,8
1593,-1
1595,-123
1597,-38
1598,41
1599,-1
1603,-25
1604,-44
1605,-1928
1608,-1730
1609,-2250
1611,-49
1612,-133
1614,-7
1615,-6
1616,-119
1617,16
1618,1482
1626,-1
1702,20
1707,21
1708,-3283
1709,-8
1710,-664
1711,194
1712,-266
1713,3
1714,8926
1717,-2220
1718,-4823
1720,38
1721,-415
1722,309
1723,-14
1725,-48
1726,-17
1727,-557
1730,8
1731,-32
1732,9
1733,-63
1734,38
1735,-39
1736,-34
1737,3
1742,-1
1752,0
1760,1
1762,-40
1773,-54
1776,22
1777,-1
1781,5
1783,-17
1784,-16
1785,-1182
1786,-32
1788,0
1789,-92
1795,312
1796,-2
1799,3
1802,-9531
1805,-27
1806,-26
1808,-82
1809,-1272
1810,-1332
1813,-3
1815,-871
1817,-3
1903,-92
1904,578
1905,-1549
1906,-282
1907,-40
1909,194
2002,-16733
2006,233
2007,-67
2008,-1
2009,-194
2010,-137
2012,-14
2013,15
2014,-2663
2015,27
2017,-108
2020,1
2022,-56
2023,-300
2024,0
2025,-212
2027,3753
2028,-48
2029,17
2030,792
2031,104
2032,-33
2033,-3
2034,-165
2035,0
2038,-49
2049,-270
2059,-26
2061,-2
2062,-70
2063,0
2064,3
2065,-2
2066,47
2067,0
2069,-26
2070,-61
2073,0
2101,451
2102,34
2103,-942
2104,-41
2105,1412
2106,-92
2107,-6
2108,-440
2114,8
2115,-11
2201,275
2204,126
2206,-288
2207,-42
2208,-585
2211,-132
2221,-211
2227,-13
2228,6
2230,4
2231,-40
2233,-190
2235,0
2236,-26
2239,-4
2241,382
2243,102
2247,-1
2248,-2
2250,-38
2301,-2862
2302,-80
2303,-37196
2305,15
2308,1869
2312,-9043
2313,13017
2314,-2
2316,548
2317,-10833
2321,0
2323,-305
2324,-26705
2327,4074
2328,24
2329,690
2330,-12089
2331,-836
2332,-1132
2337,-6413
2338,-991
2340,-1590
2342,150
2344,-46804
2345,-2
2347,424
2348,-84
2349,-1541
2351,859
2352,-946
2353,-8504
2354,-140
2355,-848
2356,-7955
2357,-848
2359,1869
2360,-236
2362,-453
2363,-693
2364,-2
2365,272
2367,836
2368,1752
