股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1319,東陽,105.0,31.09%,10912,2.53
1714,和桐,13.9,46.16%,14826,4.59
1904,正隆,22.6,19.58%,10071,3.44
2241,艾姆勒,39.7,7.44%,10781,2.88
2483,百容,33.6,30.23%,18955,8.1
2484,希華,60.8,8.57%,60913,2.11
2637,慧洋-KY,80.9,8.16%,10323,2.97
2834,臺企銀,17.1,6.88%,74230,2.01
2867,三商壽,8.27,9.1%,43361,2.57
2881,富邦金,125.0,20.77%,88310,2.02
2882,國泰金,104.0,25.15%,55872,1.66
2883,凱基金,29.05,34.8%,274987,3.97
2887,台新金,29.55,25.21%,137888,1.83
3022,威強電,86.9,15.87%,10943,2.81
3042,晶技,228.5,12.56%,65055,2.35
3221,台嘉碩,63.9,7.76%,28592,1.51
3357,臺慶科,298.0,10.58%,18756,1.86
3550,聯穎,25.9,26.96%,11675,2.02
4739,康普,130.0,23.81%,17419,1.58
4931,新盛力,279.5,30.0%,40652,1.97
4939,亞電,65.6,50.46%,68577,3.88
5328,華容,42.75,21.1%,44155,2.0
5876,上海商銀,42.65,8.11%,30966,1.62
6127,九豪,83.8,46.5%,80647,2.13
6153,嘉聯益,20.5,10.51%,32136,2.17
6155,鈞寶,80.7,35.86%,40930,3.83
6209,今國光,88.0,8.64%,22080,1.8
8105,凌巨,21.65,30.42%,37275,3.47
8926,台汽電,73.5,6.99%,19260,2.24
