排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2887,台新金,金融保險業,上市,10853,185664
2,2892,第一金,金融保險業,上市,13314,95452
3,2884,玉山金,金融保險業,上市,8145,85034
4,2890,永豐金,金融保險業,上市,5255,60689
5,1402,遠東新,紡織纖維,上市,31,36863
6,2867,三商壽,金融保險業,上市,1949,33923
7,2845,遠東銀,金融保險業,上市,1037,17125
8,5871,中租-KY,其他業,上市,2003,16553
9,2103,台橡,橡膠工業,上市,382,10598
10,2897,王道銀行,金融保險業,上市,145,10181
11,3045,台灣大,通信網路業,上市,705,9445
12,1319,東陽,汽車工業,上市,1224,8617
13,6182,合晶,半導體業,上櫃,2152,7734
14,2903,遠百,貿易百貨業,上市,94,7316
15,4904,遠傳,通信網路業,上市,415,5973
16,9941,裕融,其他業,上市,798,5704
17,3704,合勤控,通信網路業,上市,459,5521
18,6890,來億-KY,運動休閒,上市,680,5238
19,1710,東聯,化學工業,上市,321,4897
20,1722,台肥,化學工業,上市,522,4470
21,4534,慶騰,電機機械,上櫃,425,4323
22,2385,群光,電子零組件業,上市,107,4108
23,2597,潤弘,建材營造業,上市,400,3761
24,8454,富邦媒,數位雲端,上市,905,3640
25,1808,潤隆,建材營造業,上市,36,3437
26,4306,炎洲,塑膠工業,上市,347,3125
27,3093,港建*,其他電子業,上櫃,915,2980
28,6409,旭隼,其他電子業,上市,717,2956
29,3147,大綜,資訊服務業,上櫃,17,2924
30,1307,三芳,塑膠工業,上市,424,2857
31,2520,冠德,建材營造業,上市,161,2383
32,8163,達方,電腦及週邊設備業,上市,230,2283
33,2206,三陽工業,汽車工業,上市,527,2259
34,2731,雄獅,觀光餐旅,上市,127,1630
35,6271,同欣電,半導體業,上市,121,1571
36,6592,和潤企業,其他業,上市,37,1404
37,6121,新普,電腦及週邊設備業,上櫃,41,1348
38,4167,松瑞藥,生技醫療業,上櫃,174,1235
39,5522,遠雄,建材營造業,上市,26,1225
40,2727,王品,觀光餐旅,上市,60,1196
41,2478,大毅,電子零組件業,上市,13,1121
42,9939,宏全,其他業,上市,184,1001
43,6768,志強-KY,運動休閒,上市,72,892
44,4953,緯軟,資訊服務業,上櫃,201,861
45,3583,辛耘,半導體業,上市,91,857
46,4142,國光生,生技醫療業,上市,226,821
47,9914,美利達,運動休閒,上市,284,766
48,3703,欣陸,建材營造業,上市,56,645
49,5607,遠雄港,航運業,上市,78,632
50,8927,北基,油電燃氣業,上櫃,201,630
51,9911,櫻花,居家生活,上市,94,471
52,6670,復盛應用,運動休閒,上市,29,470
53,4155,訊映,生技醫療業,上市,60,405
54,1604,聲寶,電器電纜,上市,29,391
55,2611,志信,航運業,上市,18,374
56,2707,晶華,觀光餐旅,上市,51,354
57,1467,南緯,紡織纖維,上市,124,332
58,1432,大魯閣,運動休閒,上市,70,310
59,8341,日友,綠能環保,上市,50,244
60,9906,欣巴巴,建材營造業,上市,52,211
61,2723,美食-KY,觀光餐旅,上市,55,178
62,4736,泰博,生技醫療業,上市,39,165
63,1414,東和,紡織纖維,上市,38,160
64,5324,士開,建材營造業,上櫃,26,159
65,6776,展碁國際,電子通路業,上市,18,139
66,5511,德昌,建材營造業,上櫃,14,103
67,1456,怡華,建材營造業,上市,4,86
68,2908,特力,貿易百貨業,上市,9,76
69,6576,逸達,生技醫療業,上櫃,26,75
70,8084,巨虹,電子通路業,上櫃,7,74
71,1580,新麥,電機機械,上櫃,39,68
72,1459,聯發,紡織纖維,上市,23,54
73,3609,三一東林,電子零組件業,上櫃,21,47
74,8047,星雲,其他電子業,上櫃,8,45
75,6578,達邦蛋白,農業科技業,上櫃,8,26
