排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,鋼鐵,1.88,100.0,15/15,32.71,44.72,1.19,0.47
2,CPO_光通訊,4.77,100.0,6/6,-17.04,-51.09,14.89,38.22
3,記憶體封裝與測試,1.29,100.0,4/4,-2.05,-1.83,0.59,-5.68
4,記憶體製造,4.03,100.0,4/4,153.11,40.64,-3.21,-49.87
5,電器電纜,0.96,90.0,9/10,-3.98,-10.91,-0.13,-0.27
6,記憶體模組,1.73,85.71,6/7,1.42,-17.44,-6.65,-19.11
7,造紙,1.72,85.71,6/7,0.54,1.09,0.0,-0.0
8,低軌衛星,1.81,85.71,6/7,11.18,-11.46,1.48,-7.82
9,紡織,0.83,85.0,17/20,9.1,9.62,1.91,2.67
10,軍工_航太製造與維修,1.32,83.33,5/6,13.41,9.3,0.08,0.06
11,航運,1.33,80.0,12/15,96.66,184.58,2.51,2.85
12,銅,1.29,80.0,8/10,6.12,23.0,14.69,1.09
13,玻璃,1.58,80.0,12/15,22.91,164.22,8.44,9.0
14,PCB,2.1,80.0,12/15,64.92,148.61,17.1,-2.1
15,塑膠,0.94,77.78,14/18,-5.58,-19.77,6.82,2.08
16,TPU_散熱,0.03,75.0,3/4,-15.76,1.12,0.91,11.44
17,TPU_光通訊與連接器,1.8,75.0,3/4,-14.42,-70.3,13.32,37.02
18,金融,0.69,73.68,14/19,-5.58,-19.77,6.82,2.08
19,廠務系統與水處理,-0.3,71.43,5/7,-0.85,-2.13,0.0,-0.01
20,化學,1.08,70.0,14/20,-0.78,-9.71,8.49,3.76
21,光學元件或組裝,2.12,66.67,10/15,-27.01,-96.67,10.98,79.96
22,軟體設計,0.47,66.67,10/15,-1.28,2.2,1.56,6.23
23,網通設備組件,0.69,65.0,13/20,-60.42,-110.24,-29.96,-82.24
24,無塵室與機電工程,1.82,60.0,3/5,7.17,1.82,-15.69,-29.37
25,TPU_伺服器主板與印刷電路板,0.45,60.0,3/5,35.5,177.91,1.49,-16.99
26,CPO_先進封裝測試,1.37,60.0,3/5,2.59,-1.82,-1.93,-15.27
27,BBU_電池模組,-1.1,57.14,4/7,4.95,9.27,-8.38,-9.92
28,IC設計,1.54,53.85,7/13,-18.38,11.87,-42.51,-169.66
29,電池或電源,0.03,45.0,9/20,-28.19,-55.56,-12.84,-11.29
30,軍工_無人機相關,-0.02,44.44,4/9,-10.21,-28.69,-45.17,-130.1
31,半導體設備,-0.3,42.86,3/7,-8.52,-7.34,-0.46,-1.66
32,記憶體控制IC,-0.79,40.0,2/5,-1.3,-4.8,0.0,0.15
33,銀,-2.38,25.0,1/4,-79.02,-106.25,-5.74,-30.33
34,機器人,0.24,21.43,3/14,-14.99,-77.51,-5.9,-7.26
35,被動元件,-1.4,21.05,4/19,-93.63,-160.94,-2.04,-30.17
36,工業自動化與機器人,0.97,14.29,1/7,-8.72,-15.43,3.95,8.95
37,BBU_電源供應器與整合,-2.22,0.0,0/5,-29.7,-56.84,-4.27,-2.31
