股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1402,遠東新,29.2,5,7566883,1513,29.45,26.65,10.51%
2049,上銀,366.5,4,2724000,544,395.0,350.0,12.86%
2412,中華電,136.5,4,7964795,1592,137.5,135.0,1.85%
2542,興富發,48.3,5,3968000,793,48.6,45.75,6.23%
2633,台灣高鐵,26.0,4,3544000,708,26.2,25.8,1.55%
2855,統一證,46.65,5,3364000,672,48.35,45.5,6.26%
2880,華南金,38.8,4,27868296,5573,40.1,38.0,5.53%
2883,凱基金,30.4,5,80717157,16143,31.75,30.05,5.66%
2884,玉山金,37.35,5,87790937,17558,38.5,36.65,5.05%
2886,兆豐金,46.4,4,36913585,7382,47.5,45.6,4.17%
2887,台新金,35.95,5,99451536,19890,37.8,35.7,5.88%
2890,永豐金,39.35,5,52714444,10542,40.95,38.75,5.68%
3706,神達,90.1,4,2504000,500,94.0,89.3,5.26%
4938,和碩,89.7,5,10627000,2125,97.0,87.4,10.98%
5483,中美晶,186.5,4,3598091,719,195.0,174.0,12.07%
5880,合庫金,24.8,4,39407030,7881,25.2,24.0,5.00%
