排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1815,富喬,電子零組件業,上櫃,2745,12368
2,3490,單井,光電業,上櫃,627,5338
3,4931,新盛力,電腦及週邊設備業,上櫃,477,2021
4,8042,金山電,電子零組件業,上櫃,896,1704
5,8932,智通*,其他業,上櫃,407,1690
6,4114,健喬,生技醫療業,上櫃,512,1313
7,3236,千如,電子零組件業,上櫃,1285,1289
8,6716,應廣,半導體業,上櫃,62,1006
9,6840,東研信超,其他電子業,上櫃,45,917
10,5392,能率,光電業,上櫃,66,828
11,3455,由田,光電業,上櫃,21,815
12,4167,松瑞藥,生技醫療業,上櫃,465,713
13,6284,佳邦,電子零組件業,上櫃,457,705
14,5009,榮剛,鋼鐵工業,上櫃,303,509
15,4743,合一,生技醫療業,上櫃,95,423
16,3508,位速,其他電子業,上櫃,122,358
17,3484,崧騰,電子零組件業,上櫃,88,328
18,4303,信立,塑膠工業,上櫃,63,320
19,2070,精湛,電機機械,上櫃,30,283
20,3631,晟楠,電子零組件業,上櫃,76,258
21,3093,港建*,其他電子業,上櫃,88,229
22,5452,佶優,其他電子業,上櫃,11,224
23,6913,鴻呈,電子零組件業,上櫃,22,208
24,8415,大國鋼,鋼鐵工業,上櫃,12,186
25,4714,永捷,化學工業,上櫃,20,180
26,8074,鉅橡,電子零組件業,上櫃,43,169
27,3520,華盈,電子零組件業,上櫃,26,159
28,6101,寬魚國際,文化創意業,上櫃,16,135
29,4549,桓達,電機機械,上櫃,10,122
30,6263,普萊德,通信網路業,上櫃,20,119
31,6788,華景電,半導體業,上櫃,19,101
32,6570,維田,電腦及週邊設備業,上櫃,11,95
33,5228,鈺鎧,電子零組件業,上櫃,50,90
34,8091,翔名,半導體業,上櫃,1,86
35,5324,士開,建材營造業,上櫃,20,54
36,6261,久元,半導體業,上櫃,31,45
37,4912,聯德控股-KY,電子零組件業,上市,17,42
38,6576,逸達,生技醫療業,上櫃,1,37
39,6609,瀧澤科,電機機械,上櫃,8,16
40,6418,詠昇,電子零組件業,上櫃,1,15
41,3073,天方能源,綠能環保,上櫃,4,14
42,8440,綠電,綠能環保,上櫃,9,14
43,3349,寶德,電腦及週邊設備業,上櫃,18,5
44,4121,優盛,生技醫療業,上櫃,3,1
45,4536,拓凱,運動休閒,上市,34,-3
46,4111,濟生,生技醫療業,上櫃,24,-5
47,8403,盛弘,生技醫療業,上櫃,7,-11
48,5511,德昌,建材營造業,上櫃,27,-48
49,3537,堡達,電子零組件業,上櫃,161,-287
50,4991,環宇-KY,半導體業,上櫃,151,-293
51,5512,力麒,建材營造業,上櫃,7,-346
52,6175,立敦,電子零組件業,上櫃,55,-366
53,6761,穩得,電子零組件業,上櫃,57,-374
54,5443,均豪,光電業,上櫃,7,-1033
55,4904,遠傳,通信網路業,上市,110,-1573
56,5475,德宏,電子零組件業,上櫃,80,-7277
