排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,IC設計,2.05,92.31,12/13,-33.08,-53.55,8.99,-11.17
2,被動元件,6.64,84.21,16/19,-32.19,-47.32,29.58,71.05
3,CPO_光通訊,3.69,83.33,5/6,-3.43,0.48,9.89,1.44
4,軍工_無人機相關,1.92,77.78,7/9,-48.62,-100.74,-1.91,-22.6
5,BBU_電池模組,1.38,71.43,5/7,-0.16,-0.06,-4.22,-5.47
6,網通設備組件,0.82,65.0,13/20,-76.36,-179.24,0.1,-10.71
7,軟體設計,0.05,60.0,9/15,-0.54,0.21,-0.03,-0.06
8,光學元件或組裝,1.49,60.0,9/15,-4.87,38.89,6.66,5.94
9,記憶體控制IC,0.58,60.0,3/5,-2.71,-26.37,-0.05,-0.09
10,航運,0.85,60.0,9/15,52.25,50.45,-3.87,-11.25
11,銀,2.54,50.0,2/4,-32.54,-58.78,47.13,108.29
12,TPU_光通訊與連接器,0.26,50.0,2/4,4.17,-21.89,6.94,17.62
13,記憶體封裝與測試,-0.74,50.0,2/4,10.65,-20.67,-2.82,-5.17
14,記憶體模組,-1.26,42.86,3/7,-3.07,-102.73,-24.01,-27.66
15,廠務系統與水處理,1.62,42.86,3/7,-1.04,-1.53,-0.01,-0.02
16,銅,0.68,40.0,4/10,35.79,51.92,-6.54,-16.31
17,BBU_電源供應器與整合,0.82,40.0,2/5,6.95,-0.29,-18.76,-43.1
18,鋼鐵,-0.24,40.0,6/15,5.51,6.72,-0.59,-1.41
19,電池或電源,0.23,40.0,8/20,-2.82,-12.62,-23.1,-48.18
20,CPO_先進封裝測試,-1.14,40.0,2/5,2.69,-5.86,-9.01,-1.63
21,無塵室與機電工程,0.14,40.0,2/5,10.74,47.3,-1.46,1.47
22,軍工_航太製造與維修,-0.28,33.33,2/6,-0.16,-1.33,-0.01,-0.03
23,PCB,0.1,33.33,5/15,62.13,188.83,11.25,28.53
24,化學,-0.02,30.0,6/20,-9.97,-51.38,-0.6,-3.02
25,紡織,0.09,30.0,6/20,6.55,5.1,-0.45,-3.02
26,低軌衛星,-0.56,28.57,2/7,-15.04,7.03,2.12,29.95
27,記憶體製造,-1.2,25.0,1/4,27.36,-215.22,-16.36,-37.51
28,TPU_伺服器主板與印刷電路板,-1.86,20.0,1/5,28.49,74.31,-16.52,-22.57
29,電器電纜,-0.65,20.0,2/10,-10.69,-26.85,-0.25,-1.62
30,塑膠,-0.6,16.67,3/18,-6.83,-33.78,-0.32,-0.21
31,金融,-0.6,16.67,3/18,-6.83,-33.78,-0.32,-0.21
32,玻璃,-2.04,13.33,2/15,-16.94,-22.19,4.09,-0.83
33,機器人,-3.33,7.14,1/14,-3.9,-24.96,-20.53,-44.21
34,半導體設備,-1.79,0.0,0/7,4.37,5.0,-0.46,2.69
35,TPU_散熱,-2.37,0.0,0/4,-22.04,-57.7,4.12,13.95
36,造紙,-1.03,0.0,0/7,-0.31,-1.29,-0.01,-0.01
37,工業自動化與機器人,-3.22,0.0,0/7,1.37,-4.27,-0.61,1.03
