股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
2009,第一銅,49.5,10.0,-1118.0,-1015.01,0.0,0.0
3264,欣銓,102.0,9.56,1195.43,-2557.3,1232.78,2063.01
6257,矽格,109.5,8.41,2803.59,7604.14,-2254.0,-6672.0
3167,大量,240.0,7.14,-524.0,-1578.88,-70.0,-550.0
1605,華新,33.45,5.69,16075.25,27956.2,-14.0,1597.0
