股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3006,晶豪科,2025-12-26,98.2,105.0,6.92%,57458,10009,5.74
3372,典範,2025-12-26,20.2,21.95,8.66%,7924,1485,5.33
3701,大眾控,2025-12-26,48.75,52.3,7.28%,34046,4454,7.64
5907,大洋-KY,2025-12-26,5.67,5.59,-1.41%,19194,1141,16.81
1528,恩德,2025-12-24,18.1,20.05,10.77%,35876,5727,6.26
3265,台星科,2025-12-24,116.5,122.5,5.15%,14324,2584,5.54
3689,湧德,2025-12-24,108.0,115.0,6.48%,11510,2028,5.68
9937,全國,2025-12-24,57.4,56.7,-1.22%,13632,763,17.87
1721,三晃,2025-12-23,12.0,13.95,16.25%,5955,896,6.64
6234,高僑,2025-12-23,26.45,28.05,6.05%,7090,1308,5.42
6271,同欣電,2025-12-23,138.5,133.5,-3.61%,14350,2359,6.08
