股票代碼,公司名稱,風險等級,累計注意股次數,連續天數,預測處置原因,最新收盤價,漲幅門檻,跌幅門檻
3437,榮創,高,3,3,連續3日注意股（已達連續3日標準）,22.5,+6.0% (>24.80),-6.0% (<22.00)
3037,欣興,高,7,3,連續3日注意股（已達連續3日標準）,580.0,+6.0% (>575.58),-6.0% (<510.42)
6456,GIS-KY,高,3,3,連續3日注意股（已達連續3日標準）,63.2,+6.0% (>64.02),-6.0% (<56.78)
4989,榮科,高,8,3,連續3日注意股（已達連續3日標準）,75.5,+6.0% (>72.82),-6.0% (<64.58)
4956,光鋐,高,3,3,連續3日注意股（已達連續3日標準）,31.75,+6.0% (>34.61),-6.0% (<30.69)
4949,有成精密,高,4,4,連續4日注意股（已達連續3日標準）,67.8,+6.0% (>70.38),-6.0% (<62.42)
3665,貿聯-KY,高,3,3,連續3日注意股（已達連續3日標準）,1690.0,+6.0% (>1844.40),-6.0% (<1635.60)
3645,達邁,高,3,3,連續3日注意股（已達連續3日標準）,84.8,+6.0% (>87.87),-6.0% (<77.93)
2243,宏旭-KY,高,4,4,連續4日注意股（已達連續3日標準）,20.5,+6.0% (>19.98),-6.0% (<17.72)
3189,景碩,高,8,4,連續4日注意股（已達連續3日標準）,365.5,+6.0% (>361.99),-6.0% (<321.01)
3167,大量,高,5,3,連續3日注意股（已達連續3日標準）,349.0,+6.0% (>350.86),-6.0% (<311.14)
3092,鴻碩,高,5,4,連續4日注意股（已達連續3日標準）,34.0,+6.0% (>37.42),-6.0% (<33.18)
6152,百一,高,3,3,連續3日注意股（已達連續3日標準）,19.0,+6.0% (>20.41),-6.0% (<18.09)
3005,神基,高,3,3,連續3日注意股（已達連續3日標準）,136.0,+6.0% (>146.28),-6.0% (<129.72)
2618,長榮航,高,3,3,連續3日注意股（已達連續3日標準）,35.5,+6.0% (>37.84),-6.0% (<33.56)
2489,瑞軒,高,7,4,連續4日注意股（已達連續3日標準）,39.0,+6.0% (>42.29),-6.0% (<37.51)
2486,一詮,高,4,4,連續4日注意股（已達連續3日標準）,163.0,+6.0% (>172.25),-6.0% (<152.75)
2485,兆赫,高,7,3,連續3日注意股（已達連續3日標準）,80.0,+6.0% (>79.50),-6.0% (<70.50)
7610,聯友金屬-創,高,4,4,連續4日注意股（已達連續3日標準）,321.0,+6.0% (>332.84),-6.0% (<295.16)
2368,金像電,高,3,3,連續3日注意股（已達連續3日標準）,917.0,+6.0% (>972.02),-6.0% (<861.98)
2367,燿華,高,7,4,連續4日注意股（已達連續3日標準）,76.0,+6.0% (>81.41),-6.0% (<72.19)
8033,雷虎,高,5,3,連續3日注意股（已達連續3日標準）,146.5,+6.0% (>150.52),-6.0% (<133.48)
6443,元晶,極高,10,7,連續7日注意股（已達連續3日標準）,51.0,+6.0% (>55.33),-6.0% (<49.07)
6861,睿生光電,極高,8,5,連續5日注意股（已達連續3日標準）,161.5,+6.0% (>166.95),-6.0% (<148.05)
6715,嘉基,極高,9,8,連續8日注意股（已達連續3日標準）,330.0,+6.0% (>325.42),-6.0% (<288.58)
6830,汎銓,極高,6,6,連續6日注意股（已達連續3日標準）,384.5,+6.0% (>393.79),-6.0% (<349.21)
1589,永冠-KY,極高,8,8,連續8日注意股（已達連續3日標準）,8.64,+6.0% (>8.37),-6.0% (<7.43)
6230,尼得科超眾,極高,5,5,連續5日注意股（已達連續3日標準）,173.0,+6.0% (>180.20),-6.0% (<159.80)
5521,工信,極高,5,5,連續5日注意股（已達連續3日標準）,14.0,+6.0% (>14.84),-6.0% (<13.16)
4960,誠美材,極高,7,7,連續7日注意股（已達連續3日標準）,27.0,+6.0% (>27.72),-6.0% (<24.58)
3054,立萬利,極高,10,7,連續7日注意股（已達連續3日標準）,90.3,+6.0% (>92.54),-6.0% (<82.06)
2467,志聖,極高,5,5,連續5日注意股（已達連續3日標準）,401.0,+6.0% (>399.09),-6.0% (<353.91)
2426,鼎元,極高,8,8,連續8日注意股（已達連續3日標準）,38.35,+6.0% (>39.01),-6.0% (<34.59)
2337,旺宏,極高,10,6,連續6日注意股（已達連續3日標準）,143.5,+6.0% (>138.33),-6.0% (<122.67)
8271,宇瞻,極高,6,6,連續6日注意股（已達連續3日標準）,204.5,+6.0% (>197.16),-6.0% (<174.84)
