排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2834,臺企銀,金融保險業,上市,1110,41448
2,5880,合庫金,金融保險業,上市,13841,26560
3,2892,第一金,金融保險業,上市,9125,22030
4,2412,中華電,通信網路業,上市,6739,15832
5,2885,元大金,金融保險業,上市,1598,12006
6,3702,大聯大,電子通路業,上市,1150,6843
7,8227,巨有科技,半導體業,上櫃,1707,5346
8,2855,統一證,金融保險業,上市,1126,5290
9,3045,台灣大,通信網路業,上市,1886,4156
10,3374,精材,半導體業,上櫃,55,2248
11,1513,中興電,電機機械,上市,497,2190
12,6023,元大期,金融保險業,上櫃,74,1711
13,2023,燁輝,鋼鐵工業,上市,29,1534
14,6214,精誠,資訊服務業,上市,221,1214
15,1210,大成,食品工業,上市,57,926
16,2612,中航,航運業,上市,343,900
17,2511,太子,建材營造業,上市,45,872
18,6245,立端,通信網路業,上櫃,77,870
19,2504,國產,建材營造業,上市,126,584
20,6021,美好證,金融保險業,上櫃,101,563
21,6743,安普新,其他電子業,上市,84,374
22,3628,盈正,其他電子業,上櫃,2,361
23,2206,三陽工業,汽車工業,上市,25,333
24,8183,精星,其他電子業,上櫃,61,332
25,1558,伸興,電機機械,上市,138,241
26,1734,杏輝,生技醫療業,上市,18,225
27,2516,新建,建材營造業,上市,8,208
28,6576,逸達,生技醫療業,上櫃,14,180
29,2453,凌群,資訊服務業,上市,89,166
30,2505,國揚,建材營造業,上市,2,89
31,1527,鑽全,電機機械,上市,7,61
32,1459,聯發,紡織纖維,上市,9,35
33,3625,西勝,電腦及週邊設備業,上櫃,6,31
