排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,PCB,2.93,86.67,13/15,-39.17,-396.74,23.17,21.19
2,CPO_光通訊,3.36,83.33,5/6,7.94,-11.82,-0.03,-1.56
3,TPU_伺服器主板與印刷電路板,0.76,80.0,4/5,-23.54,-294.87,12.03,9.63
4,航運,1.22,80.0,12/15,47.78,41.35,-4.6,0.87
5,光學元件或組裝,1.99,80.0,12/15,-7.78,1.82,-0.24,-14.39
6,低軌衛星,1.48,71.43,5/7,-8.95,-46.36,2.93,10.08
7,軟體設計,0.32,66.67,10/15,0.26,3.66,0.0,-0.02
8,軍工_航太製造與維修,2.79,66.67,4/6,-6.63,-6.99,0.01,0.07
9,網通設備組件,2.08,65.0,13/20,-62.58,-81.65,10.84,3.89
10,CPO_先進封裝測試,1.79,60.0,3/5,-7.78,-34.32,-0.88,1.04
11,BBU_電源供應器與整合,-0.64,60.0,3/5,-23.11,-75.79,1.18,-5.44
12,軍工_無人機相關,3.12,55.56,5/9,-53.94,2.75,7.95,-20.18
13,IC設計,1.52,53.85,7/13,-52.02,-10.53,3.01,-39.46
14,玻璃,0.38,53.33,8/15,-44.29,-241.12,8.72,-10.95
15,金融,0.23,47.37,9/19,-37.06,-67.15,4.24,11.74
16,塑膠,0.23,44.44,8/18,-37.06,-67.15,4.24,11.74
17,造紙,-0.45,42.86,3/7,0.09,1.75,0.01,0.01
18,BBU_電池模組,2.0,42.86,3/7,-5.95,-24.22,0.06,7.12
19,電池或電源,1.03,40.0,8/20,-29.54,-100.81,1.75,6.62
20,銅,0.6,40.0,4/10,-23.94,-159.81,10.7,50.84
21,鋼鐵,-0.06,33.33,5/15,-4.51,-11.94,0.2,0.81
22,半導體設備,-1.25,28.57,2/7,2.37,2.09,-1.37,-3.84
23,工業自動化與機器人,-0.91,28.57,2/7,-1.09,6.02,0.36,0.7
24,機器人,-0.77,28.57,4/14,-28.6,-80.89,1.36,-1.85
25,被動元件,-1.0,26.32,5/19,21.31,-23.74,11.72,40.72
26,記憶體封裝與測試,-1.14,25.0,1/4,-13.49,31.07,0.83,-10.07
27,記憶體製造,-0.92,25.0,1/4,-5.24,-69.96,-5.54,-14.32
28,化學,-0.55,25.0,5/20,-42.5,-62.09,5.26,12.17
29,TPU_散熱,-2.61,25.0,1/4,13.34,-7.89,-11.9,-13.4
30,TPU_光通訊與連接器,-0.4,25.0,1/4,2.28,-17.79,-10.51,-11.72
31,銀,-1.4,25.0,1/4,19.65,97.64,-14.93,-16.73
32,記憶體控制IC,-0.89,20.0,1/5,-3.26,1.6,0.15,0.04
33,電器電纜,-0.9,20.0,2/10,-5.49,3.65,0.4,-2.29
34,無塵室與機電工程,-3.34,20.0,1/5,-9.2,-20.46,-0.36,-7.38
35,廠務系統與水處理,-1.17,14.29,1/7,-1.64,-2.2,0.0,-0.25
36,紡織,-2.23,10.0,2/20,-8.27,1.9,2.06,5.91
37,記憶體模組,-2.77,0.0,0/7,1.91,-39.04,-6.1,-2.27
