股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1304,台聚,13.1,14.91%,23980,1.81
1305,華夏,13.25,13.25%,14481,2.32
1308,亞聚,15.0,12.78%,13471,2.26
1309,台達化,13.95,17.72%,11050,3.29
1310,台苯,10.65,18.07%,10424,3.84
1312,國喬,14.05,11.51%,29362,1.54
1313,聯成,13.5,29.81%,44374,4.86
1314,中石化,8.92,13.34%,134119,2.36
1402,遠東新,29.25,4.46%,18623,3.26
1582,信錦,90.5,33.09%,15779,6.28
1718,中纖,7.54,7.41%,23177,1.98
2103,台橡,21.0,29.63%,15792,2.75
2355,敬鵬,43.45,18.23%,16216,2.18
2395,研華,375.0,26.05%,20083,3.02
2485,兆赫,56.2,49.27%,111767,1.79
2543,皇昌,78.4,29.8%,28761,4.71
3036,文曄,215.5,27.89%,12492,2.2
3049,精金,14.7,62.97%,54390,3.59
3645,達邁,69.0,21.91%,10699,2.86
3714,富采,39.15,8.15%,11803,1.63
4952,凌通,50.8,25.28%,10409,5.58
4960,誠美材,17.8,31.85%,39040,4.83
6290,良維,239.5,31.96%,15257,2.25
6456,GIS-KY,62.7,43.48%,20092,5.4
6505,台塑化,62.0,26.53%,67902,4.52
