股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
6415,矽力*-KY,302.5,10.0,1006.96,-263.41,-217.58,-537.58
4939,亞電,37.45,9.98,-2165.1,-2357.31,0.0,0.0
6163,華電網,67.2,9.98,-318.9,-1549.7,0.0,0.0
2363,矽統,53.3,9.89,328.0,1574.75,-15.0,-30.0
2481,強茂,107.5,9.47,1134.0,3234.62,63.0,-3036.0
