股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1802,台玻,69.9,34.68%,241025,1.89
2327,國巨,325.0,33.47%,68355,1.77
2340,台亞,32.25,33.26%,11175,1.67
2376,技嘉,281.0,26.29%,15475,2.37
2409,友達,20.7,42.76%,651170,2.0
2484,希華,40.3,40.42%,17633,3.8
3031,佰鴻,33.0,50.0%,11339,6.62
3042,晶技,140.0,51.02%,10599,6.27
3221,台嘉碩,45.7,29.46%,21112,1.93
3339,泰谷,63.0,72.13%,13884,2.72
3645,達邁,100.5,39.2%,40776,2.53
3673,TPK-KY,68.4,57.6%,47550,3.74
3714,富采,76.0,66.85%,180045,3.92
4919,新唐,117.5,32.02%,25551,1.86
4989,榮科,105.0,62.29%,63862,1.55
6168,宏齊,28.2,23.41%,16655,1.68
6175,立敦,63.5,32.98%,18192,3.61
6213,聯茂,252.0,69.7%,46275,2.02
6271,同欣電,185.0,31.67%,20196,1.69
6278,台表科,143.0,54.59%,24569,6.71
6672,騰輝電子-KY,160.0,27.49%,11114,1.77
