股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
4939,亞電,2026-04-16,34.1,37.45,9.82%,14759,2803,5.26
2363,矽統,2026-04-16,49.0,53.3,8.78%,22414,4120,5.44
3092,鴻碩,2026-04-16,38.65,34.3,-11.25%,8521,1346,6.33
6208,日揚,2026-04-16,75.0,75.4,0.53%,5605,788,7.11
3714,富采,2026-04-16,71.9,76.0,5.7%,180045,35458,5.08
6126,信音,2026-04-16,33.0,33.1,0.3%,5741,1106,5.19
5386,青雲,2026-04-16,411.5,355.0,-13.73%,5205,820,6.35
8043,蜜望實,2026-04-15,89.5,94.1,5.14%,23638,3506,6.74
6425,易發,2026-04-15,82.6,78.1,-5.45%,12835,1265,10.14
6278,台表科,2026-04-15,127.0,143.0,12.6%,33365,4914,6.79
6166,凌華,2026-04-15,73.0,70.5,-3.42%,5035,893,5.64
4939,亞電,2026-04-15,33.35,37.45,12.29%,12137,2161,5.61
1597,直得,2026-04-15,116.5,117.0,0.43%,11545,2107,5.48
4540,全球傳動,2026-04-15,54.5,52.9,-2.94%,15389,2537,6.06
4510,高鋒,2026-04-15,49.95,47.1,-5.71%,12328,2074,5.94
3548,兆利,2026-04-15,109.5,102.0,-6.85%,5160,699,7.38
4540,全球傳動,2026-04-14,49.0,52.9,7.96%,10696,1862,5.74
6173,信昌電,2026-04-14,72.6,83.9,15.56%,22097,3530,6.26
3406,玉晶光,2026-04-14,490.0,511.0,4.29%,5959,1122,5.31
3042,晶技,2026-04-14,138.0,140.0,1.45%,50693,7642,6.63
6278,台表科,2026-04-14,125.0,143.0,14.4%,32258,3291,9.8
2402,毅嘉,2026-04-14,71.0,70.7,-0.42%,69763,13798,5.06
8042,金山電,2026-04-14,63.5,66.0,3.94%,12039,2076,5.8
2375,凱美,2026-04-14,87.9,87.5,-0.46%,9403,1799,5.23
8043,蜜望實,2026-04-14,89.9,94.1,4.67%,17799,2407,7.39
