排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,銀,1.88,100.0,4/4,30.66,97.51,3.75,20.12
2,軍工_航太製造與維修,4.73,100.0,6/6,0.99,2.14,-0.04,-0.05
3,CPO_先進封裝測試,3.7,100.0,5/5,-7.71,-1.49,7.95,9.82
4,TPU_散熱,4.4,100.0,4/4,37.03,60.49,1.56,-8.02
5,記憶體封裝與測試,3.78,100.0,4/4,6.55,-19.69,-3.96,-9.52
6,軟體設計,1.77,93.33,14/15,3.0,4.3,-0.01,-0.02
7,銅,2.48,90.0,9/10,22.65,162.76,-1.14,3.22
8,廠務系統與水處理,0.23,85.71,6/7,-3.04,-5.56,-0.01,-0.02
9,IC設計,5.83,84.62,11/13,103.44,215.58,44.72,83.95
10,被動元件,2.94,84.21,16/19,75.49,131.11,3.53,16.14
11,網通設備組件,2.84,80.0,16/20,85.74,227.53,20.82,14.32
12,電池或電源,1.31,80.0,16/20,35.27,42.74,-3.63,-23.05
13,BBU_電源供應器與整合,1.45,80.0,4/5,48.2,67.25,-2.12,-10.59
14,TPU_伺服器主板與印刷電路板,1.4,80.0,4/5,17.31,69.71,-13.01,-30.5
15,無塵室與機電工程,3.37,80.0,4/5,33.26,61.45,-9.51,-20.34
16,軍工_無人機相關,3.47,77.78,7/9,26.27,110.39,26.96,33.91
17,TPU_光通訊與連接器,2.21,75.0,3/4,5.59,2.37,-8.51,-38.32
18,鋼鐵,0.51,73.33,11/15,10.59,1.55,-0.04,-1.66
19,玻璃,2.05,73.33,11/15,26.96,127.96,0.74,-18.24
20,光學元件或組裝,2.32,73.33,11/15,29.15,48.79,-13.97,-44.02
21,PCB,2.12,73.33,11/15,36.61,90.08,-5.5,-37.23
22,BBU_電池模組,0.83,71.43,5/7,-1.4,-3.81,-1.06,-10.1
23,電器電纜,0.86,70.0,7/10,-13.31,-18.92,-0.43,-1.29
24,航運,0.55,66.67,10/15,-8.35,10.62,-3.64,-11.4
25,CPO_光通訊,3.44,66.67,4/6,15.42,5.25,-11.92,-44.2
26,紡織,0.4,60.0,12/20,0.59,-2.37,-0.73,-1.51
27,記憶體控制IC,1.69,60.0,3/5,4.16,2.08,-0.05,-0.11
28,造紙,0.23,57.14,4/7,0.01,0.14,-0.0,-0.01
29,記憶體製造,-0.08,50.0,2/4,42.49,-104.43,-22.95,-26.56
30,化學,-0.24,45.0,9/20,22.81,147.68,-10.28,-18.51
31,塑膠,-0.12,44.44,8/18,35.86,166.89,-7.99,-15.9
32,半導體設備,0.17,42.86,3/7,-7.94,-32.12,4.23,14.11
33,機器人,0.39,42.86,6/14,36.31,22.24,-0.66,-4.96
34,低軌衛星,0.15,42.86,3/7,-8.18,-43.19,-4.47,-5.83
35,工業自動化與機器人,0.67,42.86,3/7,-0.47,-3.93,-0.04,0.17
36,金融,-0.12,42.11,8/19,35.86,166.91,-7.99,-15.9
37,記憶體模組,-1.53,14.29,1/7,-16.24,-94.99,-21.38,-29.33
