排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_光通訊,7.35,100.0,6/6,-7.76,-3.15,17.05,19.47
2,TPU_光通訊與連接器,5.73,100.0,4/4,-7.44,-0.26,24.73,28.31
3,低軌衛星,7.36,100.0,7/7,41.64,-20.57,0.79,-12.28
4,工業自動化與機器人,3.59,85.71,6/7,19.6,18.04,0.09,-0.76
5,記憶體模組,2.45,71.43,5/7,24.45,-92.43,2.1,-23.76
6,半導體設備,1.59,57.14,4/7,2.36,33.93,0.11,-0.58
7,網通設備組件,2.49,50.0,10/20,-29.74,100.81,32.44,40.9
8,記憶體製造,1.1,50.0,2/4,54.07,-22.51,-4.7,1.36
9,航運,0.58,46.67,7/15,4.54,86.27,-2.97,-28.7
10,機器人,1.36,42.86,6/14,21.71,1.74,1.5,18.44
11,無塵室與機電工程,-1.83,40.0,2/5,0.88,38.47,1.81,8.08
12,軟體設計,-0.67,40.0,6/15,-1.09,0.09,-0.01,-0.03
13,玻璃,0.63,40.0,6/15,12.5,1.9,-14.68,1.29
14,光學元件或組裝,0.66,33.33,5/15,-44.13,-8.73,22.02,24.5
15,軍工_航太製造與維修,-0.39,33.33,2/6,-3.36,-2.82,-1.09,-1.59
16,鋼鐵,-0.12,33.33,5/15,-10.22,-2.19,1.38,-7.05
17,紡織,-0.51,30.0,6/20,-2.42,-1.94,-2.32,-5.32
18,化學,-0.5,30.0,6/20,-23.49,60.32,-3.49,-9.0
19,TPU_散熱,-0.29,25.0,1/4,7.31,87.6,16.91,30.68
20,銀,-1.94,25.0,1/4,11.14,36.16,-0.45,-10.31
21,金融,-1.0,21.05,4/19,-24.72,41.38,-1.89,-6.21
22,記憶體控制IC,0.53,20.0,1/5,13.48,11.38,0.17,0.35
23,銅,-0.54,20.0,2/10,28.53,29.45,-14.43,-21.98
24,電池或電源,-1.13,20.0,4/20,-19.59,-83.97,-2.64,11.22
25,TPU_伺服器主板與印刷電路板,-2.0,20.0,1/5,-13.82,-2.03,-3.0,20.34
26,PCB,-1.23,20.0,3/15,-2.51,-123.36,-15.81,18.82
27,CPO_先進封裝測試,-3.76,20.0,1/5,-22.57,-19.39,-5.11,-2.26
28,塑膠,-1.1,16.67,3/18,-24.72,41.37,-1.89,-6.21
29,被動元件,-1.62,15.79,3/19,15.25,35.0,1.96,12.33
30,IC設計,-1.75,15.38,2/13,-13.09,99.86,4.3,33.26
31,廠務系統與水處理,-1.35,14.29,1/7,-0.2,2.33,-0.2,-0.19
32,BBU_電池模組,-1.34,14.29,1/7,1.78,-4.69,-4.36,-5.28
33,軍工_無人機相關,-1.46,11.11,1/9,-27.9,47.88,3.37,8.7
34,電器電纜,-1.7,10.0,1/10,-12.93,10.77,-0.52,1.1
35,記憶體封裝與測試,-2.82,0.0,0/4,-3.26,14.05,-1.78,-3.31
36,BBU_電源供應器與整合,-2.11,0.0,0/5,-8.63,-93.05,2.0,16.32
37,造紙,-0.88,0.0,0/7,-0.1,-0.32,-0.01,-0.02
