股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
3162,精確,65.0,9.98,-587.0,-777.0,0.0,0.0
2352,佳世達,28.2,9.94,1641.89,2026.19,33.0,34.0
2355,敬鵬,39.35,9.91,177.0,880.0,-13.14,-50.41
2486,一詮,105.5,9.89,2446.43,4988.72,0.0,0.0
3630,新鉅科,35.0,9.89,404.0,431.0,0.0,0.0
2484,希華,30.65,9.85,-458.0,-2228.7,0.0,0.0
2454,聯發科,1630.0,9.76,1160.15,1523.26,-81.12,-823.79
