排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,光學元件或組裝,3.85,100.0,15/15,-32.06,-113.89,14.87,30.7
2,低軌衛星,3.23,100.0,7/7,6.33,-15.07,-10.05,-28.31
3,無塵室與機電工程,6.0,100.0,5/5,24.12,20.68,-0.23,-3.73
4,記憶體模組,2.8,100.0,7/7,42.53,36.89,2.64,7.61
5,記憶體製造,5.24,100.0,4/4,315.41,416.63,23.42,30.91
6,軍工_無人機相關,1.81,100.0,8/8,137.18,198.28,-5.65,-25.89
7,軍工_航太製造與維修,3.03,100.0,6/6,1.15,2.7,0.0,-0.58
8,半導體設備,3.15,100.0,7/7,2.28,0.12,0.58,0.75
9,被動元件,2.8,100.0,19/19,91.75,6.01,4.02,23.32
10,記憶體封裝與測試,6.31,100.0,4/4,28.99,39.52,-7.44,-9.66
11,TPU_散熱,6.56,100.0,4/4,-3.8,-26.89,12.21,19.84
12,TPU_光通訊與連接器,5.76,100.0,4/4,-11.03,-64.04,-0.26,-7.9
13,銀,3.72,100.0,4/4,29.75,-31.57,3.82,4.53
14,IC設計,5.85,100.0,13/13,202.51,200.96,-72.34,-72.55
15,CPO_光通訊,4.56,100.0,6/6,-0.72,-71.51,5.76,19.5
16,CPO_先進封裝測試,6.46,100.0,5/5,39.87,51.52,-0.78,-6.18
17,玻璃,2.83,93.33,14/15,60.7,42.25,0.79,-77.91
18,軟體設計,2.9,86.67,13/15,7.09,8.33,-0.0,-0.01
19,銅,1.84,80.0,8/10,18.28,-53.14,-29.17,-67.73
20,記憶體控制IC,3.31,80.0,4/5,9.26,12.13,1.45,1.58
21,電池或電源,1.02,80.0,16/20,40.72,9.45,0.57,17.08
22,網通設備組件,3.0,80.0,16/20,151.41,123.25,-7.91,-30.05
23,BBU_電源供應器與整合,1.11,80.0,4/5,40.34,11.42,-0.32,13.53
24,PCB,2.93,80.0,12/15,71.33,-131.34,-5.72,-120.32
25,鋼鐵,1.1,73.33,11/15,15.78,-6.3,-1.41,-4.35
26,機器人,1.53,71.43,10/14,48.42,13.53,-0.27,14.72
27,工業自動化與機器人,0.77,71.43,5/7,-5.47,-9.33,0.07,0.07
28,BBU_電池模組,0.54,71.43,5/7,-2.24,-6.76,0.04,0.72
29,電器電纜,0.44,70.0,7/10,-2.36,4.97,0.81,2.73
30,化學,0.36,60.0,12/20,-26.28,-36.68,1.76,68.87
31,TPU_伺服器主板與印刷電路板,3.12,60.0,3/5,45.53,17.36,-12.89,-72.87
32,廠務系統與水處理,0.93,57.14,4/7,0.42,0.14,-0.08,-0.07
33,航運,-0.11,40.0,6/15,-2.39,37.73,2.93,14.15
34,金融,-0.42,36.84,7/19,-30.91,-45.19,1.2,69.08
35,紡織,-0.09,35.0,7/20,-1.41,-0.53,-0.72,-1.72
36,塑膠,-0.53,33.33,6/18,-30.91,-45.2,1.2,69.08
37,造紙,-1.03,14.29,1/7,-0.24,0.08,0.0,-0.03
