股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1314,中石化,2026-09-18,9.11,8.96,-1.65%,151096,31267,4.83
2329,華泰,2026-09-18,43.5,44.35,1.95%,6081,2002,3.04
3035,智原,2026-09-18,184.0,190.5,3.53%,9197,2821,3.26
4916,事欣科,2026-09-18,105.0,105.5,0.48%,15854,2328,6.81
6112,邁達特,2026-09-18,48.8,52.1,6.76%,8939,2889,3.09
6257,矽格,2026-09-18,231.0,244.5,5.84%,36727,9628,3.81
8110,華東,2026-09-18,44.5,47.4,6.52%,16536,3729,4.43
1314,中石化,2026-09-17,8.23,8.96,8.87%,128600,26034,4.94
2371,大同,2026-09-17,28.5,29.2,2.46%,31989,9609,3.33
6274,台燿,2026-09-17,1445.0,1370.0,-5.19%,22637,6717,3.37
3029,零壹,2026-09-16,120.0,125.0,4.17%,11771,2921,4.03
6112,邁達特,2026-09-16,48.75,52.1,6.87%,7410,2293,3.23
