排名,股票代碼,公司產業,公司名稱,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,3062,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),建漢,6.0,21.3,25.4,34.1,25.4,31.05,22.2
2,1591,電機機械,駿吉-KY,2.4,10.8,40.9,41.95,38.0,40.65,-0.6
3,8096,電子通路類,擎亞,4.0,9.2,87.2,95.0,85.2,89.2,2.3
4,2485,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),兆赫,2.2,8.7,75.6,84.0,75.6,78.5,3.8
5,8027,電機機械,鈦昇,3.2,7.0,131.0,159.5,124.0,154.5,17.9
6,3221,通信網路類,台嘉碩,1.9,6.6,32.8,39.0,32.8,35.6,8.5
7,5243,光電業,乙盛-KY,4.0,6.5,74.4,97.2,72.7,93.7,25.9
8,4956,光電業,光鋐,2.4,6.4,34.65,35.85,31.2,32.95,-4.9
9,1582,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),信錦,2.3,6.3,94.3,112.5,92.1,105.0,11.3
10,6672,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),騰輝電子-KY,1.6,6.2,127.5,134.5,122.5,129.5,1.6
11,5475,電子零組件類,德宏,2.6,6.0,202.0,246.5,197.0,246.5,22.0
12,3323,電腦及週邊類,加百裕,1.2,5.7,35.0,36.2,31.8,31.8,-9.1
13,6151,其他電子類,晉倫,1.7,5.4,30.0,35.5,29.75,32.7,9.0
14,3026,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),禾伸堂,2.2,5.1,138.0,157.5,134.0,138.5,0.4
15,6538,電子零組件類,倉和,1.3,5.1,70.7,79.9,69.5,72.6,2.7
16,4303,塑膠工業,信立,1.0,4.9,55.2,58.1,54.1,54.1,-2.0
17,3490,光電業類,單井,0.9,4.6,27.0,27.5,25.05,26.1,-3.3
18,2484,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),希華,0.9,4.4,27.5,32.5,27.45,30.35,10.4
19,3131,其他電子類,弘塑,1.9,4.4,2650.0,3135.0,2650.0,3090.0,16.6
20,3288,電子零組件類,點晶,2.0,4.4,14.2,14.9,14.1,14.45,1.8
21,3580,其他電子類,友威科,0.6,4.2,75.0,76.3,68.5,69.9,-6.8
22,3163,通信網路類,波若威,1.7,4.1,762.0,952.0,756.0,952.0,24.9
23,4744,生技醫療類,皇將,1.8,3.9,34.0,39.65,34.0,38.9,14.4
24,4510,電機機械,高鋒,1.5,3.8,43.7,45.45,41.85,41.85,-4.2
25,6245,通信網路類,立端,1.5,3.7,66.0,71.2,66.0,69.5,5.3
26,5272,半導體類,笙科,0.8,3.6,23.75,24.5,22.05,22.05,-7.2
27,6213,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),聯茂,2.2,3.5,141.5,176.0,140.5,170.0,20.1
28,2365,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),昆盈,0.7,3.4,32.05,32.4,30.5,30.5,-4.8
29,4442,紡織纖維,竣邦-KY,2.6,3.4,61.5,64.2,0.0,0.0,-100.0
30,3128,光電業類,昇銳,1.0,3.3,24.8,25.0,23.4,24.45,-1.4
31,4741,化學工業,泓瀚,1.5,3.3,28.8,41.05,28.45,40.7,41.3
32,8054,半導體類,安國,1.1,3.2,99.5,101.5,90.5,92.0,-7.5
33,2231,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),為升,2.0,3.1,112.5,137.5,111.0,112.0,-0.4
34,3592,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),瑞鼎,1.2,3.1,222.0,231.5,217.0,218.0,-1.8
35,3508,其他電子類,位速,1.2,3.1,43.6,45.45,36.05,36.05,-17.3
36,3094,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),聯傑,0.5,3.0,22.9,23.1,22.1,22.4,-2.2
37,4939,電子零組件類,亞電,0.7,2.8,28.55,29.0,27.25,27.65,-3.2
38,3437,光電業,榮創,0.7,2.8,21.55,22.55,20.3,20.3,-5.8
39,6163,通信網路類,華電網,1.4,2.8,64.5,66.0,55.3,59.5,-7.8
40,3466,通信網路類,德晉,1.2,2.5,34.95,35.3,32.55,33.9,-3.0
41,6462,半導體類,神盾,0.8,2.4,104.0,109.5,97.2,109.0,4.8
42,5443,光電業類,均豪,0.9,2.4,102.5,105.5,98.8,99.8,-2.6
43,2489,光電業,瑞軒,1.0,2.3,31.4,35.5,30.9,32.2,2.5
44,8433,居家生活類,弘帆,1.4,2.2,61.6,64.2,61.3,62.5,1.5
45,3047,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),訊舟,0.4,2.1,16.25,16.75,15.5,15.6,-4.0
46,3264,半導體類,欣銓,1.5,2.1,149.0,178.0,146.0,161.0,8.1
47,8996,全部(不含大盤、指數、權證、牛熊證、可展延牛熊證),高力,1.1,2.1,820.0,936.0,815.0,866.0,5.6
48,7704,半導體類,明遠精密,1.2,2.0,44.7,47.45,43.8,46.75,4.6
49,8071,電子零組件類,能率網通,0.7,2.0,16.45,17.1,15.8,15.95,-3.0
50,3484,電子零組件類,崧騰,0.6,2.0,44.6,45.5,43.75,44.4,-0.4
